EFFECT,COUNTRY,SITEID,ADJP_AE,METHOD_AE,ESTIMATE_AE,AVGCNT_AE,N_AE,DIFF_AE,FOLDCHANGE_AE,FLAG_AE,ADJP_SAE,METHOD_SAE,ESTIMATE_SAE,AVGCNT_SAE,N_SAE,DIFF_SAE,FOLDCHANGE_SAE,FLAG_SAE,ADJP_TOXG1,METHOD_TOXG1,ESTIMATE_TOXG1,AVGCNT_TOXG1,N_TOXG1,DIFF_TOXG1,FOLDCHANGE_TOXG1,FLAG_TOXG1,ADJP_TOXG2,METHOD_TOXG2,ESTIMATE_TOXG2,AVGCNT_TOXG2,N_TOXG2,DIFF_TOXG2,FOLDCHANGE_TOXG2,FLAG_TOXG2,ADJP_TOXG3,METHOD_TOXG3,ESTIMATE_TOXG3,AVGCNT_TOXG3,N_TOXG3,DIFF_TOXG3,FOLDCHANGE_TOXG3,FLAG_TOXG3,ADJP_AE_EXCL_J,METHOD_AE_EXCL_J,ESTIMATE_AE_EXCL_J,AVGCNT_AE_EXCL_J,N_AE_EXCL_J,DIFF_AE_EXCL_J,FOLDCHANGE_AE_EXCL_J,FLAG_AE_EXCL_J,ADJP_TOXG1_EXCL_J,METHOD_TOXG1_EXCL_J,ESTIMATE_TOXG1_EXCL_J,AVGCNT_TOXG1_EXCL_J,N_TOXG1_EXCL_J,DIFF_TOXG1_EXCL_J,FOLDCHANGE_TOXG1_EXCL_J,FLAG_TOXG1_EXCL_J,ADJP_TOXG2_EXCL_J,METHOD_TOXG2_EXCL_J,ESTIMATE_TOXG2_EXCL_J,AVGCNT_TOXG2_EXCL_J,N_TOXG2_EXCL_J,DIFF_TOXG2_EXCL_J,FOLDCHANGE_TOXG2_EXCL_J,FLAG_TOXG2_EXCL_J
SITEID(COUNTRY),USA,0005,0.4567560081,ANOVA,-0.849290424,3.625,8,-2.605829,-1.718849379,0,0.9994396244,ANOVA,-0.107801909,0,8,-0.158933,-100,0,0.0172639416,ANOVA,-1.230557084,0.875,8,-3.588026,-5.100601143,-1,0.7051788006,ANOVA,0.4514797289,2.75,8,1.069318,1.6362405262,0,0.9999999854,ANOVA,-0.037094232,0,8,-0.066288,-100,0,0.4567560081,ANOVA,-0.849290424,3.625,8,-2.605829,-1.718849379,0,0.0172639416,ANOVA,-1.230557084,0.875,8,-3.588026,-5.100601143,-1,0.7051788006,ANOVA,0.4514797289,2.75,8,1.069318,1.6362405262,0
SITEID(COUNTRY),USA,0018,0.5692448918,Negative Binomial,-0.976339863,2.2,5,-4.030829,-2.832195,0,0.9999900438,ANOVA,-0.107801909,0,5,-0.158933,-100,0,0.1747939393,ANOVA,-1.328804659,1,5,-3.463026,-4.463026,0,0.9999127742,ANOVA,0.278433538,1.2,5,-0.480682,-1.400568333,0,0.99999999,Negative Binomial,-0.191182174,0,5,-0.066288,-100,0,0.5692448918,Negative Binomial,-0.976339863,2.2,5,-4.030829,-2.832195,0,0.1747939393,ANOVA,-1.328804659,1,5,-3.463026,-4.463026,0,0.9999127742,ANOVA,0.278433538,1.2,5,-0.480682,-1.400568333,0
SITEID(COUNTRY),USA,0109,0.9999999899,ANOVA,-0.286264151,5.25,4,-0.980829,-1.186824571,0,0.9999987705,ANOVA,-0.107801909,0,4,-0.158933,-100,0,0.9992302527,Negative Binomial,0.4204402589,5,4,0.536974,1.1203161263,0,0.9901080797,ANOVA,-0.437251887,0.25,4,-1.430682,-6.722728,0,0.99999999,Negative Binomial,-0.19090556,0,4,-0.066288,-100,0,0.9999999899,ANOVA,-0.286264151,5.25,4,-0.980829,-1.186824571,0,0.9992302527,Negative Binomial,0.4204402589,5,4,0.536974,1.1203161263,0,0.9901080797,ANOVA,-0.437251887,0.25,4,-1.430682,-6.722728,0
SITEID(COUNTRY),USA,0151,0.0104928016,Negative Binomial,0.8775369742,11.375,8,5.144171,1.8255997717,0,0.99999999,ANOVA,0.0171980914,0.125,8,-0.033933,-1.271464,0,0.0001043243,Negative Binomial,1.2201971752,11.125,8,6.661974,2.4927033811,1,0.7536844508,ANOVA,-0.437251887,0.25,8,-1.430682,-6.722728,0,0.9999999854,ANOVA,-0.037094232,0,8,-0.066288,-100,0,0.0104928016,Negative Binomial,0.8775369742,11.375,8,5.144171,1.8255997717,0,0.0001043243,Negative Binomial,1.2201971752,11.125,8,6.661974,2.4927033811,1,0.7536844508,ANOVA,-0.437251887,0.25,8,-1.430682,-6.722728,0
SITEID(COUNTRY),USA,0184,0.3196857767,Negative Binomial,-0.699638067,2.4444444444,9,-3.786384556,-2.5489755,0,0.9986052833,ANOVA,-0.107801909,0,9,-0.158933,-100,0,0.9968586556,ANOVA,-0.400826616,2.4444444444,9,-2.018581556,-1.825783364,0,0.047401994,ANOVA,-0.687251887,0,9,-1.680682,-100,0,0.9999999629,ANOVA,-0.037094232,0,9,-0.066288,-100,0,0.3196857767,Negative Binomial,-0.699638067,2.4444444444,9,-3.786384556,-2.5489755,0,0.9968586556,ANOVA,-0.400826616,2.4444444444,9,-2.018581556,-1.825783364,0,0.047401994,ANOVA,-0.687251887,0,9,-1.680682,-100,0
SITEID(COUNTRY),USA,0281,0.9372041724,Negative Binomial,-0.915565103,1.6666666667,3,-4.564162333,-3.7384974,0,0.9999999262,ANOVA,-0.107801909,0,3,-0.158933,-100,0,0.5035397493,Negative Binomial,-2.287609943,0.3333333333,3,-4.129692667,-13.389078,0,0.9999999838,ANOVA,0.2234317156,1.3333333333,3,-0.347348667,-1.2605115,0,0.99999999,Negative Binomial,-0.190619979,0,3,-0.066288,-100,0,0.9372041724,Negative Binomial,-0.915565103,1.6666666667,3,-4.564162333,-3.7384974,0,0.5035397493,Negative Binomial,-2.287609943,0.3333333333,3,-4.129692667,-13.389078,0,0.9999999838,ANOVA,0.2234317156,1.3333333333,3,-0.347348667,-1.2605115,0
SITEID(COUNTRY),USA,0325,0.9266082574,Negative Binomial,1.0941782102,13,1,6.769171,2.0863997391,0,0.99999999,ANOVA,-0.107801909,0,1,-0.158933,-100,0,0.9803078043,Negative Binomial,1.0082269234,9,1,4.536974,2.0165690274,0,0.7098280897,ANOVA,1.3127481131,4,1,2.319318,2.3799862199,0,0.99999999,Negative Binomial,-0.189893113,0,1,-0.066288,-100,0,0.9266082574,Negative Binomial,1.0941782102,13,1,6.769171,2.0863997391,0,0.9803078043,Negative Binomial,1.0082269234,9,1,4.536974,2.0165690274,0,0.7098280897,ANOVA,1.3127481131,4,1,2.319318,2.3799862199,0
SITEID(COUNTRY),USA,1004,0.9991399241,Negative Binomial,-0.406524064,3,5,-3.230829,-2.076943,0,0.9999900438,ANOVA,-0.107801909,0,5,-0.158933,-100,0,0.99999999,Negative Binomial,-0.090385365,3,5,-1.463026,-1.487675333,0,0.4019056704,ANOVA,-0.687251887,0,5,-1.680682,-100,0,0.99999999,Negative Binomial,-0.191182174,0,5,-0.066288,-100,0,0.9991399241,Negative Binomial,-0.406524064,3,5,-3.230829,-2.076943,0,0.99999999,Negative Binomial,-0.090385365,3,5,-1.463026,-1.487675333,0,0.4019056704,ANOVA,-0.687251887,0,5,-1.680682,-100,0
SITEID(COUNTRY),USA,1005,0.999990687,Negative Binomial,0.2729628685,5.8,5,-0.430829,-1.074280862,0,0.9999900438,ANOVA,-0.107801909,0,5,-0.158933,-100,0,0.99999999,Negative Binomial,-0.025846844,3.2,5,-1.263026,-1.394695625,0,0.0909387289,ANOVA,0.8720572951,2.6,5,0.919318,1.5469910429,0,0.99999999,Negative Binomial,-0.191182174,0,5,-0.066288,-100,0,0.999990687,Negative Binomial,0.2729628685,5.8,5,-0.430829,-1.074280862,0,0.99999999,Negative Binomial,-0.025846844,3.2,5,-1.263026,-1.394695625,0,0.0909387289,ANOVA,0.8720572951,2.6,5,0.919318,1.5469910429,0
SITEID(COUNTRY),USA,1089,0.9983747412,Negative Binomial,0.6103199257,7.5,2,1.269171,1.2036921572,0,0.7648339082,ANOVA,0.3921980914,0.5,2,0.341067,3.1459797525,0,0.9792604592,ANOVA,1.0491569868,6.5,2,2.036974,1.4564109642,0,0.9999998476,ANOVA,0.3127481131,1,2,-0.680682,-1.680682,0,0.99999999,Negative Binomial,-0.190254276,0,2,-0.066288,-100,0,0.9983747412,Negative Binomial,0.6103199257,7.5,2,1.269171,1.2036921572,0,0.9792604592,ANOVA,1.0491569868,6.5,2,2.036974,1.4564109642,0,0.9999998476,ANOVA,0.3127481131,1,2,-0.680682,-1.680682,0
SITEID(COUNTRY),USA,1166,0.1759411141,ANOVA,-1.703038659,0.3333333333,3,-5.897495667,-18.692487,0,0.9999999262,ANOVA,-0.107801909,0,3,-0.158933,-100,0,0.4461673274,ANOVA,-1.33553753,0.3333333333,3,-4.129692667,-13.389078,0,0.8319465584,ANOVA,-0.687251887,0,3,-1.680682,-100,0,0.99999999,Negative Binomial,-0.130003896,0,3,-0.066288,-100,0,0.1759411141,ANOVA,-1.703038659,0.3333333333,3,-5.897495667,-18.692487,0,0.4461673274,ANOVA,-1.33553753,0.3333333333,3,-4.129692667,-13.389078,0,0.8319465584,ANOVA,-0.687251887,0,3,-1.680682,-100,0
