EFFECT,COUNTRY,SITEID,ADJP_AE,METHOD_AE,ESTIMATE_AE,AVGCNT_AE,N_AE,DIFF_AE,FOLDCHANGE_AE,FLAG_AE,ADJP_SAE,METHOD_SAE,ESTIMATE_SAE,AVGCNT_SAE,N_SAE,DIFF_SAE,FOLDCHANGE_SAE,FLAG_SAE,ADJP_TOXG1,METHOD_TOXG1,ESTIMATE_TOXG1,AVGCNT_TOXG1,N_TOXG1,DIFF_TOXG1,FOLDCHANGE_TOXG1,FLAG_TOXG1,ADJP_TOXG2,METHOD_TOXG2,ESTIMATE_TOXG2,AVGCNT_TOXG2,N_TOXG2,DIFF_TOXG2,FOLDCHANGE_TOXG2,FLAG_TOXG2,ADJP_TOXG3,METHOD_TOXG3,ESTIMATE_TOXG3,AVGCNT_TOXG3,N_TOXG3,DIFF_TOXG3,FOLDCHANGE_TOXG3,FLAG_TOXG3,ADJP_AE_EXCL_J,METHOD_AE_EXCL_J,ESTIMATE_AE_EXCL_J,AVGCNT_AE_EXCL_J,N_AE_EXCL_J,DIFF_AE_EXCL_J,FOLDCHANGE_AE_EXCL_J,FLAG_AE_EXCL_J,ADJP_TOXG1_EXCL_J,METHOD_TOXG1_EXCL_J,ESTIMATE_TOXG1_EXCL_J,AVGCNT_TOXG1_EXCL_J,N_TOXG1_EXCL_J,DIFF_TOXG1_EXCL_J,FOLDCHANGE_TOXG1_EXCL_J,FLAG_TOXG1_EXCL_J,ADJP_TOXG2_EXCL_J,METHOD_TOXG2_EXCL_J,ESTIMATE_TOXG2_EXCL_J,AVGCNT_TOXG2_EXCL_J,N_TOXG2_EXCL_J,DIFF_TOXG2_EXCL_J,FOLDCHANGE_TOXG2_EXCL_J,FLAG_TOXG2_EXCL_J
COUNTRY,GBR,,0.2033561742,Negative Binomial,0.4525891928,13.3,2,4.740394,1.5538098366,0,0.3340051751,ANOVA,-0.203040633,0,2,-0.251547,-100,0,0.9773899246,Negative Binomial,0.999524477,8.0833333333,2,1.9079333333,1.3089570446,0,0.024702092,ANOVA,0.6977457549,5.2166666667,2,3.0492846667,2.4068976612,1,0.6063830556,ANOVA,-0.144336301,0,2,-0.192203,-100,0,0.2033561742,Negative Binomial,0.4525891928,13.3,2,4.740394,1.5538098366,0,0.9773899246,Negative Binomial,0.999524477,8.0833333333,2,1.9079333333,1.3089570446,0,0.024702092,ANOVA,0.6977457549,5.2166666667,2,3.0492846667,2.4068976612,1
SITEID(COUNTRY),GBR,1287,0.9999998536,Negative Binomial,0.1430034324,9.6,10,1.040394,1.1215469497,0,0.9874138219,ANOVA,-0.13916368,0,10,-0.251547,-100,0,0.9955573185,Negative Binomial,1.0120799006,9.5,10,3.3246,1.5383618875,0,0.0265907089,ANOVA,-0.760645783,0.1,10,-2.067382,-21.67382,-1,0.9995093019,ANOVA,-0.097956758,0,10,-0.192203,-100,0,0.9999998536,Negative Binomial,0.1430034324,9.6,10,1.040394,1.1215469497,0,0.9955573185,Negative Binomial,1.0120799006,9.5,10,3.3246,1.5383618875,0,0.0265907089,ANOVA,-0.760645783,0.1,10,-2.067382,-21.67382,-1
SITEID(COUNTRY),GBR,1654,0.3620939153,Negative Binomial,0.8721295735,17,3,8.440394,1.9860727234,0,0.9999993294,ANOVA,-0.13916368,0,3,-0.251547,-100,0,0.9993653312,Negative Binomial,0.8152285937,6.6666666667,3,0.4912666667,1.0795522017,0,0.0000141521,ANOVA,2.2866298764,10.333333333,3,8.1659513333,4.767656709,1,0.9999999878,ANOVA,-0.097956758,0,3,-0.192203,-100,0,0.3620939153,Negative Binomial,0.8721295735,17,3,8.440394,1.9860727234,0,0.9993653312,Negative Binomial,0.8152285937,6.6666666667,3,0.4912666667,1.0795522017,0,0.0000141521,ANOVA,2.2866298764,10.333333333,3,8.1659513333,4.767656709,1
COUNTRY,JPN,,0.9996023442,Negative Binomial,-0.118460205,7.3333333333,3,-1.226272667,-1.167219,0,0.9999765253,ANOVA,0.0326616277,0.3333333333,3,0.0817863333,1.3251334078,0,0.9968007234,ANOVA,-0.259906804,4,3,-2.1754,-1.54385,0,0.4790077034,ANOVA,0.5510150651,3,3,0.832618,1.3841583994,0,0.9856919299,ANOVA,0.0913659595,0.3333333333,3,0.1411303333,1.734277474,0,0.9996023442,Negative Binomial,-0.118460205,7.3333333333,3,-1.226272667,-1.167219,0,0.9968007234,ANOVA,-0.259906804,4,3,-2.1754,-1.54385,0,0.4790077034,ANOVA,0.5510150651,3,3,0.832618,1.3841583994,0
SITEID(COUNTRY),JPN,1346,0.6939503069,Negative Binomial,-1.037726191,2,3,-6.559606,-4.279803,0,0.9999993294,ANOVA,-0.13916368,0,3,-0.251547,-100,0,0.9430744689,ANOVA,-1.02219011,1,3,-5.1754,-6.1754,0,0.9999998262,ANOVA,-0.283295514,1,3,-1.167382,-2.167382,0,0.9999999878,ANOVA,-0.097956758,0,3,-0.192203,-100,0,0.6939503069,Negative Binomial,-1.037726191,2,3,-6.559606,-4.279803,0,0.9430744689,ANOVA,-1.02219011,1,3,-5.1754,-6.1754,0,0.9999998262,ANOVA,-0.283295514,1,3,-1.167382,-2.167382,0
SITEID(COUNTRY),JPN,1722,0.4965473584,Negative Binomial,1.0164524547,15,2,6.440394,1.7524171089,0,0.3670032846,Negative Binomial,1.6987399244,1,2,0.748453,3.9754002234,0,0.9827327155,ANOVA,1.1167926848,9,2,2.8246,1.4573954724,0,0.3426106447,ANOVA,1.2606745602,5,2,2.832618,2.3069306657,0,0.0265984508,Negative Binomial,2.9150581844,1,2,0.807797,5.202832422,0,0.4965473584,Negative Binomial,1.0164524547,15,2,6.440394,1.7524171089,0,0.9827327155,ANOVA,1.1167926848,9,2,2.8246,1.4573954724,0,0.3426106447,ANOVA,1.2606745602,5,2,2.832618,2.3069306657,0
SITEID(COUNTRY),JPN,1723,0.99999999,Negative Binomial,-0.169174947,5,1,-3.559606,-1.7119212,0,0.99999999,Negative Binomial,-0.531023152,0,1,-0.251547,-100,0,0.99999999,ANOVA,-0.495331154,2,1,-4.1754,-3.0877,0,0.9977629169,ANOVA,0.8714050242,3,1,0.832618,1.3841583994,0,0.99999999,Negative Binomial,-0.791684278,0,1,-0.192203,-100,0,0.99999999,Negative Binomial,-0.169174947,5,1,-3.559606,-1.7119212,0,0.99999999,ANOVA,-0.495331154,2,1,-4.1754,-3.0877,0,0.9977629169,ANOVA,0.8714050242,3,1,0.832618,1.3841583994,0
COUNTRY,TUR,,0.9973611299,Negative Binomial,-0.18423184,4.75,1,-3.809606,-1.802022316,0,0.801133005,ANOVA,-0.203040633,0,1,-0.251547,-100,0,0.9833399445,Negative Binomial,0.8316388278,4.75,1,-1.4254,-1.300084211,0,0.0847871252,ANOVA,-0.925892075,0,1,-2.167382,-100,0,0.9230958695,ANOVA,-0.144336301,0,1,-0.192203,-100,0,0.9973611299,Negative Binomial,-0.18423184,4.75,1,-3.809606,-1.802022316,0,0.9833399445,Negative Binomial,0.8316388278,4.75,1,-1.4254,-1.300084211,0,0.0847871252,ANOVA,-0.925892075,0,1,-2.167382,-100,0
SITEID(COUNTRY),TUR,1650,0.99999999,Negative Binomial,-0.12925453,4.75,4,-3.809606,-1.802022316,0,0.9999900923,ANOVA,-0.13916368,0,4,-0.251547,-100,0,0.9994446648,Negative Binomial,0.745768598,4.75,4,-1.4254,-1.300084211,0,0.3882014862,ANOVA,-0.860645783,0,4,-2.167382,-100,0,0.9999998944,ANOVA,-0.097956758,0,4,-0.192203,-100,0,0.99999999,Negative Binomial,-0.12925453,4.75,4,-3.809606,-1.802022316,0,0.9994446648,Negative Binomial,0.745768598,4.75,4,-1.4254,-1.300084211,0,0.3882014862,ANOVA,-0.860645783,0,4,-2.167382,-100,0
COUNTRY,USA,,0.5666509839,Negative Binomial,-0.156428094,7.8679292929,11,-0.691676707,-1.087910895,0,0.9974783401,Negative Binomial,-0.142969765,0.2568181818,11,0.0052711818,1.0209550574,0,0.5908271145,ANOVA,-0.234053397,5.8085858586,11,-0.366814141,-1.063150335,0,0.9999999279,ANOVA,0.0081026563,1.8176767677,11,-0.349705232,-1.19239132,0,0.8691851044,ANOVA,0.0440770532,0.2416666667,11,0.0494636667,1.2573511686,0,0.5666509839,Negative Binomial,-0.156428094,7.8679292929,11,-0.691676707,-1.087910895,0,0.5908271145,ANOVA,-0.234053397,5.8085858586,11,-0.366814141,-1.063150335,0,0.9999999279,ANOVA,0.0081026563,1.8176767677,11,-0.349705232,-1.19239132,0
SITEID(COUNTRY),USA,0005,0.9871658547,ANOVA,-0.562879151,5.5,8,-3.059606,-1.556292,0,0.997162159,ANOVA,-0.13916368,0,8,-0.251547,-100,0,0.0322254655,ANOVA,-1.285306029,1.25,8,-4.9254,-4.94032,-1,0.0305589581,ANOVA,0.8468859713,4.25,8,2.082618,1.9608910658,1,0.9999255803,ANOVA,-0.097956758,0,8,-0.192203,-100,0,0.9871658547,ANOVA,-0.562879151,5.5,8,-3.059606,-1.556292,0,0.0322254655,ANOVA,-1.285306029,1.25,8,-4.9254,-4.94032,-1,0.0305589581,ANOVA,0.8468859713,4.25,8,2.082618,1.9608910658,1
SITEID(COUNTRY),USA,0018,0.1818240264,Negative Binomial,-1.106800998,2.8,5,-5.759606,-3.057002143,0,0.99999999,Negative Binomial,0.3851477048,0.2,5,-0.051547,-1.257735,0,0.0312928991,ANOVA,-1.808800683,1,5,-5.1754,-6.1754,-1,0.9999973792,ANOVA,0.2514498031,1.6,5,-0.567382,-1.35461375,0,0.9925182279,Negative Binomial,1.34622228,0.2,5,0.007797,1.0405664844,0,0.1818240264,Negative Binomial,-1.106800998,2.8,5,-5.759606,-3.057002143,0,0.0312928991,ANOVA,-1.808800683,1,5,-5.1754,-6.1754,-1,0.9999973792,ANOVA,0.2514498031,1.6,5,-0.567382,-1.35461375,0
SITEID(COUNTRY),USA,0109,0.9999996537,ANOVA,-0.425718125,7.25,4,-1.309606,-1.18063531,0,0.9999900923,ANOVA,-0.13916368,0,4,-0.251547,-100,0,0.9997619992,Negative Binomial,0.6871568852,6.75,4,0.5746,1.0930466043,0,0.9831207344,ANOVA,-0.507092393,0.5,4,-1.667382,-4.334764,0,0.9999998944,ANOVA,-0.097956758,0,4,-0.192203,-100,0,0.9999996537,ANOVA,-0.425718125,7.25,4,-1.309606,-1.18063531,0,0.9997619992,Negative Binomial,0.6871568852,6.75,4,0.5746,1.0930466043,0,0.9831207344,ANOVA,-0.507092393,0.5,4,-1.667382,-4.334764,0
SITEID(COUNTRY),USA,0151,0.0106390843,Negative Binomial,0.8113815521,15.375,8,6.815394,1.7962275366,0,0.99999999,Negative Binomial,0.1172537818,0.125,8,-0.126547,-2.012376,0,0.0333955919,ANOVA,1.2772576213,14.25,8,8.0746,2.3075428312,1,0.9999992055,ANOVA,-0.183869088,1,8,-1.167382,-2.167382,0,0.999998554,Negative Binomial,0.751203777,0.125,8,-0.067203,-1.537624,0,0.0106390843,Negative Binomial,0.8113815521,15.375,8,6.815394,1.7962275366,0,0.0333955919,ANOVA,1.2772576213,14.25,8,8.0746,2.3075428312,1,0.9999992055,ANOVA,-0.183869088,1,8,-1.167382,-2.167382,0
SITEID(COUNTRY),USA,0184,0.96740666,Negative Binomial,-0.349383874,5.2222222222,9,-3.337383778,-1.639073489,0,0.9936210765,ANOVA,-0.13916368,0,9,-0.251547,-100,0,0.99999999,ANOVA,-0.133271838,5.1111111111,9,-1.064288889,-1.208230435,0,0.0543215435,ANOVA,-0.749534672,0.1111111111,9,-2.056270889,-19.506438,0,0.9997951271,ANOVA,-0.097956758,0,9,-0.192203,-100,0,0.96740666,Negative Binomial,-0.349383874,5.2222222222,9,-3.337383778,-1.639073489,0,0.99999999,ANOVA,-0.133271838,5.1111111111,9,-1.064288889,-1.208230435,0,0.0543215435,ANOVA,-0.749534672,0.1111111111,9,-2.056270889,-19.506438,0
SITEID(COUNTRY),USA,0281,0.8475647706,Negative Binomial,-0.965679426,2,3,-6.559606,-4.279803,0,0.9999993294,ANOVA,-0.13916368,0,3,-0.251547,-100,0,0.6483033105,ANOVA,-1.384837884,0.3333333333,3,-5.842066667,-18.5262,0,0.99999999,ANOVA,0.0500378191,1.3333333333,3,-0.834048667,-1.6255365,0,0.8220002722,Negative Binomial,2.0195616178,0.3333333333,3,0.1411303333,1.734277474,0,0.8475647706,Negative Binomial,-0.965679426,2,3,-6.559606,-4.279803,0,0.6483033105,ANOVA,-1.384837884,0.3333333333,3,-5.842066667,-18.5262,0,0.99999999,ANOVA,0.0500378191,1.3333333333,3,-0.834048667,-1.6255365,0
SITEID(COUNTRY),USA,0325,0.5349341087,Negative Binomial,1.3507171391,24,1,15.440394,2.8038673743,0,0.0075454193,ANOVA,1.2750498823,2,1,1.748453,7.9508004468,0,0.7683905382,ANOVA,2.1289540243,17,1,10.8246,2.7528581145,0,0.7890665151,ANOVA,1.3754221941,5,1,2.832618,2.3069306657,0,0.001032905,ANOVA,1.316256804,2,1,1.807797,10.405664844,0,0.5349341087,Negative Binomial,1.3507171391,24,1,15.440394,2.8038673743,0,0.7683905382,ANOVA,2.1289540243,17,1,10.8246,2.7528581145,0,0.7890665151,ANOVA,1.3754221941,5,1,2.832618,2.3069306657,0
SITEID(COUNTRY),USA,1004,0.5437307456,Negative Binomial,-0.774344538,3,5,-5.559606,-2.853202,0,0.9999292225,ANOVA,-0.13916368,0,5,-0.251547,-100,0,0.9999701111,ANOVA,-0.439483421,3,5,-3.1754,-2.058466667,0,0.2079304044,ANOVA,-0.860645783,0,5,-2.167382,-100,0,0.9999990462,ANOVA,-0.097956758,0,5,-0.192203,-100,0,0.5437307456,Negative Binomial,-0.774344538,3,5,-5.559606,-2.853202,0,0.9999701111,ANOVA,-0.439483421,3,5,-3.1754,-2.058466667,0,0.2079304044,ANOVA,-0.860645783,0,5,-2.167382,-100,0
SITEID(COUNTRY),USA,1005,0.9912563511,Negative Binomial,0.3878392212,9.4,5,0.840394,1.0981813883,0,0.9999292225,ANOVA,-0.13916368,0,5,-0.251547,-100,0,0.99999999,ANOVA,-0.133761911,4.2,5,-1.9754,-1.470333333,0,0.0031857722,ANOVA,1.3054761437,5.2,5,3.032618,2.3992078923,1,0.9999990462,ANOVA,-0.097956758,0,5,-0.192203,-100,0,0.9912563511,Negative Binomial,0.3878392212,9.4,5,0.840394,1.0981813883,0,0.99999999,ANOVA,-0.133761911,4.2,5,-1.9754,-1.470333333,0,0.0031857722,ANOVA,1.3054761437,5.2,5,3.032618,2.3992078923,1
SITEID(COUNTRY),USA,1089,0.9978282885,Negative Binomial,0.612387059,9,2,0.440394,1.0514502654,0,0.9587396677,ANOVA,0.3608363199,0.5,2,0.248453,1.9877001117,0,0.9661600963,ANOVA,1.2527990145,8,2,1.8246,1.2954626421,0,0.99999999,ANOVA,0.1393542166,1,2,-1.167382,-2.167382,0,0.99999999,ANOVA,-0.097956758,0,2,-0.192203,-100,0,0.9978282885,Negative Binomial,0.612387059,9,2,0.440394,1.0514502654,0,0.9661600963,ANOVA,1.2527990145,8,2,1.8246,1.2954626421,0,0.99999999,ANOVA,0.1393542166,1,2,-1.167382,-2.167382,0
SITEID(COUNTRY),USA,1166,0.9219625827,Negative Binomial,-0.758359144,3,3,-5.559606,-2.853202,0,0.9999993294,ANOVA,-0.13916368,0,3,-0.251547,-100,0,0.9998529746,ANOVA,-0.631487597,3,3,-3.1754,-2.058466667,0,0.6536375943,ANOVA,-0.860645783,0,3,-2.167382,-100,0,0.9999999878,ANOVA,-0.097956758,0,3,-0.192203,-100,0,0.9219625827,Negative Binomial,-0.758359144,3,3,-5.559606,-2.853202,0,0.9998529746,ANOVA,-0.631487597,3,3,-3.1754,-2.058466667,0,0.6536375943,ANOVA,-0.860645783,0,3,-2.167382,-100,0
