EFFECT,COUNTRY,SITEID,ADJP_AE,METHOD_AE,ESTIMATE_AE,AVGCNT_AE,N_AE,DIFF_AE,FOLDCHANGE_AE,FLAG_AE,ADJP_SAE,METHOD_SAE,ESTIMATE_SAE,AVGCNT_SAE,N_SAE,DIFF_SAE,FOLDCHANGE_SAE,FLAG_SAE,ADJP_TOXG1,METHOD_TOXG1,ESTIMATE_TOXG1,AVGCNT_TOXG1,N_TOXG1,DIFF_TOXG1,FOLDCHANGE_TOXG1,FLAG_TOXG1,ADJP_TOXG2,METHOD_TOXG2,ESTIMATE_TOXG2,AVGCNT_TOXG2,N_TOXG2,DIFF_TOXG2,FOLDCHANGE_TOXG2,FLAG_TOXG2,ADJP_TOXG3,METHOD_TOXG3,ESTIMATE_TOXG3,AVGCNT_TOXG3,N_TOXG3,DIFF_TOXG3,FOLDCHANGE_TOXG3,FLAG_TOXG3,ADJP_AE_EXCL_J,METHOD_AE_EXCL_J,ESTIMATE_AE_EXCL_J,AVGCNT_AE_EXCL_J,N_AE_EXCL_J,DIFF_AE_EXCL_J,FOLDCHANGE_AE_EXCL_J,FLAG_AE_EXCL_J,ADJP_TOXG1_EXCL_J,METHOD_TOXG1_EXCL_J,ESTIMATE_TOXG1_EXCL_J,AVGCNT_TOXG1_EXCL_J,N_TOXG1_EXCL_J,DIFF_TOXG1_EXCL_J,FOLDCHANGE_TOXG1_EXCL_J,FLAG_TOXG1_EXCL_J,ADJP_TOXG2_EXCL_J,METHOD_TOXG2_EXCL_J,ESTIMATE_TOXG2_EXCL_J,AVGCNT_TOXG2_EXCL_J,N_TOXG2_EXCL_J,DIFF_TOXG2_EXCL_J,FOLDCHANGE_TOXG2_EXCL_J,FLAG_TOXG2_EXCL_J
COUNTRY,GBR,,0.2302882704,Negative Binomial,0.4918667829,7.75,2,2.558207,1.4927405619,0,0.7481050442,ANOVA,-0.091765707,0,2,-0.130208,-100,0,0.9813566045,Negative Binomial,1.0255156669,4.4166666667,2,0.8007886667,1.2214645148,0,0.0915213403,ANOVA,0.4770583033,3.3333333333,2,1.8490843333,2.2458046684,0,0.9799820783,ANOVA,-0.041991075,0,2,-0.070833,-100,0,0.2302882704,Negative Binomial,0.4918667829,7.75,2,2.558207,1.4927405619,0,0.9813566045,Negative Binomial,1.0255156669,4.4166666667,2,0.8007886667,1.2214645148,0,0.0915213403,ANOVA,0.4770583033,3.3333333333,2,1.8490843333,2.2458046684,0
SITEID(COUNTRY),GBR,1287,0.99999969,ANOVA,-0.222185923,4.5,10,-0.691793,-1.153731778,0,0.9996261864,ANOVA,-0.070707677,0,10,-0.130208,-100,0,0.9989686632,Negative Binomial,0.9059376735,4.5,10,0.884122,1.244511015,0,0.0256324177,ANOVA,-0.622970717,0,10,-1.484249,-100,0,0.9999998541,ANOVA,-0.037094232,0,10,-0.070833,-100,0,0.99999969,ANOVA,-0.222185923,4.5,10,-0.691793,-1.153731778,0,0.9989686632,Negative Binomial,0.9059376735,4.5,10,0.884122,1.244511015,0,0.0256324177,ANOVA,-0.622970717,0,10,-1.484249,-100,0
SITEID(COUNTRY),GBR,1654,0.3386354764,Negative Binomial,0.9860646399,11,3,5.808207,2.1187285394,0,0.9999999888,ANOVA,-0.070707677,0,3,-0.130208,-100,0,0.999206664,Negative Binomial,0.8681973455,4.3333333333,3,0.7174553333,1.1984180145,0,0.0000515482,ANOVA,1.7587132551,6.6666666667,3,5.1824176667,4.4916093369,1,0.99999999,Negative Binomial,-0.128769096,0,3,-0.070833,-100,0,0.3386354764,Negative Binomial,0.9860646399,11,3,5.808207,2.1187285394,0,0.999206664,Negative Binomial,0.8681973455,4.3333333333,3,0.7174553333,1.1984180145,0,0.0000515482,ANOVA,1.7587132551,6.6666666667,3,5.1824176667,4.4916093369,1
COUNTRY,JPN,,0.9982888939,Negative Binomial,-0.172209648,5.1666666667,3,-0.025126333,-1.004863161,0,0.6439999509,ANOVA,0.1439365536,0.3333333333,3,0.2031253333,2.5600065536,0,0.999999857,ANOVA,-0.042038024,2.3333333333,3,-1.282544667,-1.549662,0,0.269147517,ANOVA,0.5402273988,2.5,3,1.015751,1.6843535013,0,0.1257184874,ANOVA,0.1937111854,0.3333333333,3,0.2625003333,4.7059044984,0,0.9982888939,Negative Binomial,-0.172209648,5.1666666667,3,-0.025126333,-1.004863161,0,0.999999857,ANOVA,-0.042038024,2.3333333333,3,-1.282544667,-1.549662,0,0.269147517,ANOVA,0.5402273988,2.5,3,1.015751,1.6843535013,0
SITEID(COUNTRY),JPN,1346,0.5896204424,Negative Binomial,-1.411830633,1,3,-4.191793,-5.191793,0,0.9999999888,ANOVA,-0.070707677,0,3,-0.130208,-100,0,0.9999656785,ANOVA,-0.52155213,1,3,-2.615878,-3.615878,0,0.8277266665,ANOVA,-0.622970717,0,3,-1.484249,-100,0,0.99999999,Negative Binomial,-0.111353302,0,3,-0.070833,-100,0,0.5896204424,Negative Binomial,-1.411830633,1,3,-4.191793,-5.191793,0,0.9999656785,ANOVA,-0.52155213,1,3,-2.615878,-3.615878,0,0.8277266665,ANOVA,-0.622970717,0,3,-1.484249,-100,0
SITEID(COUNTRY),JPN,1722,0.8280279422,ANOVA,1.3424921518,9.5,2,4.308207,1.8298110113,0,0.0029204836,ANOVA,0.6363991042,1,2,0.869792,7.6800196609,0,0.9997619992,Negative Binomial,0.7881546378,4,2,0.384122,1.1062320134,0,0.0334150434,ANOVA,1.4070117201,4.5,2,3.015751,3.0318363024,1,0.0000371145,ANOVA,0.6700125496,1,2,0.929167,14.117713495,0,0.8280279422,ANOVA,1.3424921518,9.5,2,4.308207,1.8298110113,0,0.9997619992,Negative Binomial,0.7881546378,4,2,0.384122,1.1062320134,0,0.0334150434,ANOVA,1.4070117201,4.5,2,3.015751,3.0318363024,1
SITEID(COUNTRY),JPN,1723,0.99999999,ANOVA,0.5013079676,5,1,-0.191793,-1.0383586,0,0.99999999,Negative Binomial,0.0768949255,0,1,-0.130208,-100,0,0.99999999,ANOVA,0.0387621781,2,1,-1.615878,-1.807939,0,0.804728133,ANOVA,1.1090800909,3,1,1.515751,2.0212242016,0,0.99999999,Negative Binomial,-0.090725264,0,1,-0.070833,-100,0,0.99999999,ANOVA,0.5013079676,5,1,-0.191793,-1.0383586,0,0.99999999,ANOVA,0.0387621781,2,1,-1.615878,-1.807939,0,0.804728133,ANOVA,1.1090800909,3,1,1.515751,2.0212242016,0
COUNTRY,TUR,,0.5045433826,Negative Binomial,-0.765972371,2,1,-3.191793,-2.5958965,0,0.960455816,ANOVA,-0.091765707,0,1,-0.130208,-100,0,0.9987214101,ANOVA,-0.220653377,2,1,-1.615878,-1.807939,0,0.1194508896,ANOVA,-0.713783683,0,1,-1.484249,-100,0,0.9981751839,ANOVA,-0.041991075,0,1,-0.070833,-100,0,0.5045433826,Negative Binomial,-0.765972371,2,1,-3.191793,-2.5958965,0,0.9987214101,ANOVA,-0.220653377,2,1,-1.615878,-1.807939,0,0.1194508896,ANOVA,-0.713783683,0,1,-1.484249,-100,0
SITEID(COUNTRY),TUR,1650,0.9510414858,Negative Binomial,-0.718683452,2,4,-3.191793,-2.5958965,0,0.9999999255,ANOVA,-0.070707677,0,4,-0.130208,-100,0,0.99999999,ANOVA,-0.106707839,2,4,-1.615878,-1.807939,0,0.6049794814,ANOVA,-0.622970717,0,4,-1.484249,-100,0,0.99999999,Negative Binomial,-0.131108009,0,4,-0.070833,-100,0,0.9510414858,Negative Binomial,-0.718683452,2,4,-3.191793,-2.5958965,0,0.99999999,ANOVA,-0.106707839,2,4,-1.615878,-1.807939,0,0.6049794814,ANOVA,-0.622970717,0,4,-1.484249,-100,0
COUNTRY,USA,,0.0140412749,Negative Binomial,-0.385795381,4.103030303,11,-1.088762697,-1.265355753,0,0.8243446774,ANOVA,-0.034947525,0.0568181818,11,-0.073389818,-2.2916608,0,0.2139874176,ANOVA,-0.281045811,3.0568181818,11,-0.559059818,-1.182889457,0,0.9998364865,ANOVA,-0.024313201,1.0462121212,11,-0.438036879,-1.4186884,0,0.4538159444,ANOVA,-0.041991075,0,11,-0.070833,-100,0,0.0140412749,Negative Binomial,-0.385795381,4.103030303,11,-1.088762697,-1.265355753,0,0.2139874176,ANOVA,-0.281045811,3.0568181818,11,-0.559059818,-1.182889457,0,0.9998364865,ANOVA,-0.024313201,1.0462121212,11,-0.438036879,-1.4186884,0
SITEID(COUNTRY),USA,0005,0.5262023082,ANOVA,-0.781688017,2.625,8,-2.566793,-1.977825905,0,0.9999447323,ANOVA,-0.070707677,0,8,-0.130208,-100,0,0.0657348482,ANOVA,-1.06265147,0.75,8,-2.865878,-4.821170667,0,0.878125725,ANOVA,0.355582674,1.875,8,0.390751,1.263265126,0,0.9999999823,ANOVA,-0.037094232,0,8,-0.070833,-100,0,0.5262023082,ANOVA,-0.781688017,2.625,8,-2.566793,-1.977825905,0,0.0657348482,ANOVA,-1.06265147,0.75,8,-2.865878,-4.821170667,0,0.878125725,ANOVA,0.355582674,1.875,8,0.390751,1.263265126,0
SITEID(COUNTRY),USA,0018,0.9516311543,Negative Binomial,-0.623373273,2.2,5,-2.991793,-2.359905909,0,0.9999993202,ANOVA,-0.070707677,0,5,-0.130208,-100,0,0.5189684582,ANOVA,-1.048010711,1,5,-2.615878,-3.615878,0,0.9927346289,ANOVA,0.3427147083,1.2,5,-0.284249,-1.236874167,0,0.99999999,ANOVA,-0.037094232,0,5,-0.070833,-100,0,0.9516311543,Negative Binomial,-0.623373273,2.2,5,-2.991793,-2.359905909,0,0.5189684582,ANOVA,-1.048010711,1,5,-2.615878,-3.615878,0,0.9927346289,ANOVA,0.3427147083,1.2,5,-0.284249,-1.236874167,0
SITEID(COUNTRY),USA,0109,0.9346698968,ANOVA,-0.844354676,2,4,-3.191793,-2.5958965,0,0.9999999255,ANOVA,-0.070707677,0,4,-0.130208,-100,0,0.999300383,ANOVA,-0.553599734,1.75,4,-1.865878,-2.066216,0,0.9950708241,ANOVA,-0.372970717,0.25,4,-1.234249,-5.936996,0,0.99999999,Negative Binomial,-0.131108009,0,4,-0.070833,-100,0,0.9346698968,ANOVA,-0.844354676,2,4,-3.191793,-2.5958965,0,0.999300383,ANOVA,-0.553599734,1.75,4,-1.865878,-2.066216,0,0.9950708241,ANOVA,-0.372970717,0.25,4,-1.234249,-5.936996,0
SITEID(COUNTRY),USA,0151,0.0165863985,Negative Binomial,0.8781756779,9.875,8,4.683207,1.9020403934,0,0.9998842831,Negative Binomial,1.1545394994,0.125,8,-0.005208,-1.041664,0,0.0157678739,ANOVA,1.221946886,9.625,8,6.009122,2.6618707821,1,0.8283733275,ANOVA,-0.372970717,0.25,8,-1.234249,-5.936996,0,0.9999999823,ANOVA,-0.037094232,0,8,-0.070833,-100,0,0.0165863985,Negative Binomial,0.8781756779,9.875,8,4.683207,1.9020403934,0,0.0157678739,ANOVA,1.221946886,9.625,8,6.009122,2.6618707821,1,0.8283733275,ANOVA,-0.372970717,0.25,8,-1.234249,-5.936996,0
SITEID(COUNTRY),USA,0184,0.7325508169,Negative Binomial,-0.564532773,2.3333333333,9,-2.858459667,-2.225054143,0,0.9998458717,ANOVA,-0.070707677,0,9,-0.130208,-100,0,0.9999745176,ANOVA,-0.288029111,2.3333333333,9,-1.282544667,-1.549662,0,0.0457789269,ANOVA,-0.622970717,0,9,-1.484249,-100,0,0.9999999508,ANOVA,-0.037094232,0,9,-0.070833,-100,0,0.7325508169,Negative Binomial,-0.564532773,2.3333333333,9,-2.858459667,-2.225054143,0,0.9999745176,ANOVA,-0.288029111,2.3333333333,9,-1.282544667,-1.549662,0,0.0457789269,ANOVA,-0.622970717,0,9,-1.484249,-100,0
SITEID(COUNTRY),USA,0281,0.9375418257,Negative Binomial,-0.901005009,1.6666666667,3,-3.525126333,-3.1150758,0,0.9999999888,ANOVA,-0.070707677,0,3,-0.130208,-100,0,0.8871880875,ANOVA,-1.000309156,0.3333333333,3,-3.282544667,-10.847634,0,0.9999902148,ANOVA,0.2877128859,1.3333333333,3,-0.150915667,-1.11318675,0,0.99999999,Negative Binomial,-0.131131316,0,3,-0.070833,-100,0,0.9375418257,Negative Binomial,-0.901005009,1.6666666667,3,-3.525126333,-3.1150758,0,0.8871880875,ANOVA,-1.000309156,0.3333333333,3,-3.282544667,-10.847634,0,0.9999902148,ANOVA,0.2877128859,1.3333333333,3,-0.150915667,-1.11318675,0
SITEID(COUNTRY),USA,0325,0.9982209405,ANOVA,1.2109752253,9,1,3.808207,1.7335051686,0,0.99999999,Negative Binomial,-0.521281541,0,1,-0.130208,-100,0,0.998413328,Negative Binomial,1.0112981891,5,1,1.384122,1.3827900167,0,0.4469633167,ANOVA,1.3770292834,4,1,2.515751,2.6949656021,0,0.99999999,Negative Binomial,-0.131000448,0,1,-0.070833,-100,0,0.9982209405,ANOVA,1.2109752253,9,1,3.808207,1.7335051686,0,0.998413328,Negative Binomial,1.0112981891,5,1,1.384122,1.3827900167,0,0.4469633167,ANOVA,1.3770292834,4,1,2.515751,2.6949656021,0
SITEID(COUNTRY),USA,1004,0.9997970863,Negative Binomial,-0.382211216,2.8,5,-2.391793,-1.854211786,0,0.9999993202,ANOVA,-0.070707677,0,5,-0.130208,-100,0,0.99999999,ANOVA,-0.062362716,2.8,5,-0.815878,-1.291385,0,0.3954632125,ANOVA,-0.622970717,0,5,-1.484249,-100,0,0.99999999,ANOVA,-0.037094232,0,5,-0.070833,-100,0,0.9997970863,Negative Binomial,-0.382211216,2.8,5,-2.391793,-1.854211786,0,0.99999999,ANOVA,-0.062362716,2.8,5,-0.815878,-1.291385,0,0.3954632125,ANOVA,-0.622970717,0,5,-1.484249,-100,0
SITEID(COUNTRY),USA,1005,0.99999999,Negative Binomial,0.156785285,4.8,5,-0.391793,-1.081623542,0,0.9999993202,ANOVA,-0.070707677,0,5,-0.130208,-100,0,0.99999999,ANOVA,0.0387895332,3.2,5,-0.415878,-1.129961875,0,0.4440238111,ANOVA,0.6062821573,1.6,5,0.115751,1.0779862409,0,0.99999999,ANOVA,-0.037094232,0,5,-0.070833,-100,0,0.99999999,Negative Binomial,0.156785285,4.8,5,-0.391793,-1.081623542,0,0.99999999,ANOVA,0.0387895332,3.2,5,-0.415878,-1.129961875,0,0.4440238111,ANOVA,0.6062821573,1.6,5,0.115751,1.0779862409,0
SITEID(COUNTRY),USA,1089,0.9799095768,ANOVA,1.0581543311,7.5,2,2.308207,1.4445876405,0,0.1721169528,ANOVA,0.429292323,0.5,2,0.369792,3.8400098304,0,0.8862014209,ANOVA,1.2288624755,6.5,2,2.884122,1.7976270217,0,0.9999708545,ANOVA,0.3770292834,1,2,-0.484249,-1.484249,0,0.99999999,Negative Binomial,-0.131065498,0,2,-0.070833,-100,0,0.9799095768,ANOVA,1.0581543311,7.5,2,2.308207,1.4445876405,0,0.8862014209,ANOVA,1.2288624755,6.5,2,2.884122,1.7976270217,0,0.9999708545,ANOVA,0.3770292834,1,2,-0.484249,-1.484249,0
SITEID(COUNTRY),USA,1166,0.3124747682,ANOVA,-1.477075536,0.3333333333,3,-4.858459667,-15.575379,0,0.9999999888,ANOVA,-0.070707677,0,3,-0.130208,-100,0,0.7288307933,ANOVA,-1.118508009,0.3333333333,3,-3.282544667,-10.847634,0,0.8277266665,ANOVA,-0.622970717,0,3,-1.484249,-100,0,0.99999999,Negative Binomial,-0.11849816,0,3,-0.070833,-100,0,0.3124747682,ANOVA,-1.477075536,0.3333333333,3,-4.858459667,-15.575379,0,0.7288307933,ANOVA,-1.118508009,0.3333333333,3,-3.282544667,-10.847634,0,0.8277266665,ANOVA,-0.622970717,0,3,-1.484249,-100,0
