EFFECT,COUNTRY,SITEID,ADJP_AE,METHOD_AE,ESTIMATE_AE,AVGCNT_AE,N_AE,DIFF_AE,FOLDCHANGE_AE,FLAG_AE,ADJP_SAE,METHOD_SAE,ESTIMATE_SAE,AVGCNT_SAE,N_SAE,DIFF_SAE,FOLDCHANGE_SAE,FLAG_SAE,ADJP_TOXG1,METHOD_TOXG1,ESTIMATE_TOXG1,AVGCNT_TOXG1,N_TOXG1,DIFF_TOXG1,FOLDCHANGE_TOXG1,FLAG_TOXG1,ADJP_TOXG2,METHOD_TOXG2,ESTIMATE_TOXG2,AVGCNT_TOXG2,N_TOXG2,DIFF_TOXG2,FOLDCHANGE_TOXG2,FLAG_TOXG2,ADJP_TOXG3,METHOD_TOXG3,ESTIMATE_TOXG3,AVGCNT_TOXG3,N_TOXG3,DIFF_TOXG3,FOLDCHANGE_TOXG3,FLAG_TOXG3,ADJP_AE_EXCL_J,METHOD_AE_EXCL_J,ESTIMATE_AE_EXCL_J,AVGCNT_AE_EXCL_J,N_AE_EXCL_J,DIFF_AE_EXCL_J,FOLDCHANGE_AE_EXCL_J,FLAG_AE_EXCL_J,ADJP_TOXG1_EXCL_J,METHOD_TOXG1_EXCL_J,ESTIMATE_TOXG1_EXCL_J,AVGCNT_TOXG1_EXCL_J,N_TOXG1_EXCL_J,DIFF_TOXG1_EXCL_J,FOLDCHANGE_TOXG1_EXCL_J,FLAG_TOXG1_EXCL_J,ADJP_TOXG2_EXCL_J,METHOD_TOXG2_EXCL_J,ESTIMATE_TOXG2_EXCL_J,AVGCNT_TOXG2_EXCL_J,N_TOXG2_EXCL_J,DIFF_TOXG2_EXCL_J,FOLDCHANGE_TOXG2_EXCL_J,FLAG_TOXG2_EXCL_J
COUNTRY,TUR,,0.619007013,Negative Binomial,-0.671252156,2.25,1,-4.275084,-2.900037333,0,0.9401771495,ANOVA,-0.133592024,0,1,-0.152304,-100,0,0.9729764355,ANOVA,-0.400891245,2.25,1,-2.42158,-2.076257778,0,0.1353079715,ANOVA,-0.807554901,0,1,-1.762595,-100,0,0.996181591,ANOVA,-0.053727838,0,1,-0.070076,-100,0,0.619007013,Negative Binomial,-0.671252156,2.25,1,-4.275084,-2.900037333,0,0.9729764355,ANOVA,-0.400891245,2.25,1,-2.42158,-2.076257778,0,0.1353079715,ANOVA,-0.807554901,0,1,-1.762595,-100,0
SITEID(COUNTRY),TUR,1650,0.9781745532,Negative Binomial,-0.64319728,2.25,4,-4.275084,-2.900037333,0,0.9999990274,ANOVA,-0.107801909,0,4,-0.152304,-100,0,0.999999983,ANOVA,-0.305684147,2.25,4,-2.42158,-2.076257778,0,0.5786331395,ANOVA,-0.731604129,0,4,-1.762595,-100,0,0.99999999,Negative Binomial,-1.602308792,0,4,-0.070076,-100,0,0.9781745532,Negative Binomial,-0.64319728,2.25,4,-4.275084,-2.900037333,0,0.999999983,ANOVA,-0.305684147,2.25,4,-2.42158,-2.076257778,0,0.5786331395,ANOVA,-0.731604129,0,4,-1.762595,-100,0
COUNTRY,USA,,0.1059738411,Negative Binomial,-0.287704841,5.5282828283,11,-0.996801172,-1.180309366,0,0.3127499846,ANOVA,-0.076773842,0.0568181818,11,-0.095485818,-2.6805504,0,0.2884218435,ANOVA,-0.272581005,4.2138888889,11,-0.457691111,-1.108614898,0,0.9997562761,ANOVA,-0.030135556,1.3143939394,11,-0.448201061,-1.340994467,0,0.2996945768,ANOVA,-0.053727838,0,11,-0.070076,-100,0,0.1059738411,Negative Binomial,-0.287704841,5.5282828283,11,-0.996801172,-1.180309366,0,0.2884218435,ANOVA,-0.272581005,4.2138888889,11,-0.457691111,-1.108614898,0,0.9997562761,ANOVA,-0.030135556,1.3143939394,11,-0.448201061,-1.340994467,0
SITEID(COUNTRY),USA,0005,0.5306044383,ANOVA,-0.837822697,3.875,8,-2.650084,-1.683892645,0,0.9995355183,ANOVA,-0.107801909,0,8,-0.152304,-100,0,0.0114064136,ANOVA,-1.289219931,0.875,8,-3.79658,-5.338948571,-1,0.5700396565,ANOVA,0.5106808769,3,8,1.237405,1.7020359186,0,0.9999999171,ANOVA,-0.045497593,0,8,-0.070076,-100,0,0.5306044383,ANOVA,-0.837822697,3.875,8,-2.650084,-1.683892645,0,0.0114064136,ANOVA,-1.289219931,0.875,8,-3.79658,-5.338948571,-1,0.5700396565,ANOVA,0.5106808769,3,8,1.237405,1.7020359186,0
SITEID(COUNTRY),USA,0018,0.4002837217,Negative Binomial,-1.075303632,2.2,5,-4.325084,-2.965947273,0,0.9999920256,ANOVA,-0.107801909,0,5,-0.152304,-100,0,0.1301908414,ANOVA,-1.404304683,1,5,-3.67158,-4.67158,0,0.9999979851,ANOVA,0.2340812955,1.2,5,-0.562595,-1.468829167,0,0.99999999,ANOVA,-0.045497593,0,5,-0.070076,-100,0,0.4002837217,Negative Binomial,-1.075303632,2.2,5,-4.325084,-2.965947273,0,0.1301908414,ANOVA,-1.404304683,1,5,-3.67158,-4.67158,0,0.9999979851,ANOVA,0.2340812955,1.2,5,-0.562595,-1.468829167,0
SITEID(COUNTRY),USA,0109,0.99999999,Negative Binomial,0.1300391746,6.5,4,-0.025084,-1.003859077,0,0.9999990274,ANOVA,-0.107801909,0,4,-0.152304,-100,0,0.998413328,Negative Binomial,0.9405556959,6,4,1.32842,1.284362036,0,0.999180795,ANOVA,-0.378050739,0.5,4,-1.262595,-3.52519,0,0.99999999,Negative Binomial,-1.602308792,0,4,-0.070076,-100,0,0.99999999,Negative Binomial,0.1300391746,6.5,4,-0.025084,-1.003859077,0,0.998413328,Negative Binomial,0.9405556959,6,4,1.32842,1.284362036,0,0.999180795,ANOVA,-0.378050739,0.5,4,-1.262595,-3.52519,0
SITEID(COUNTRY),USA,0151,0.005492063,Negative Binomial,0.9133406365,12.625,8,6.099916,1.9348409921,0,0.99999999,Negative Binomial,0.1182648429,0.125,8,-0.027304,-1.218432,0,0.0124868735,ANOVA,1.280043038,12,8,7.32842,2.5687240719,1,0.9990628416,ANOVA,-0.265097779,0.625,8,-1.137595,-2.820152,0,0.9999999171,ANOVA,-0.045497593,0,8,-0.070076,-100,0,0.005492063,Negative Binomial,0.9133406365,12.625,8,6.099916,1.9348409921,0,0.0124868735,ANOVA,1.280043038,12,8,7.32842,2.5687240719,1,0.9990628416,ANOVA,-0.265097779,0.625,8,-1.137595,-2.820152,0
SITEID(COUNTRY),USA,0184,0.9993528733,ANOVA,-0.39354049,4.1111111111,9,-2.413972889,-1.587182595,0,0.998831802,ANOVA,-0.107801909,0,9,-0.152304,-100,0,0.99999999,ANOVA,-0.003046281,4.1111111111,9,-0.560468889,-1.13633027,0,0.0396430839,ANOVA,-0.731604129,0,9,-1.762595,-100,0,0.9999997206,ANOVA,-0.045497593,0,9,-0.070076,-100,0,0.9993528733,ANOVA,-0.39354049,4.1111111111,9,-2.413972889,-1.587182595,0,0.99999999,ANOVA,-0.003046281,4.1111111111,9,-0.560468889,-1.13633027,0,0.0396430839,ANOVA,-0.731604129,0,9,-1.762595,-100,0
SITEID(COUNTRY),USA,0281,0.8836108014,Negative Binomial,-0.990092499,1.6666666667,3,-4.858417333,-3.9150504,0,0.9999999421,ANOVA,-0.107801909,0,3,-0.152304,-100,0,0.6444049893,ANOVA,-1.251024416,0.3333333333,3,-4.338246667,-14.01474,0,0.99999999,ANOVA,0.179079473,1.3333333333,3,-0.429261667,-1.32194625,0,0.99999999,Negative Binomial,-1.602454244,0,3,-0.070076,-100,0,0.8836108014,Negative Binomial,-0.990092499,1.6666666667,3,-4.858417333,-3.9150504,0,0.6444049893,ANOVA,-1.251024416,0.3333333333,3,-4.338246667,-14.01474,0,0.99999999,ANOVA,0.179079473,1.3333333333,3,-0.429261667,-1.32194625,0
SITEID(COUNTRY),USA,0325,0.9591173626,Negative Binomial,1.0246749616,13,1,6.474916,1.9923115166,0,0.99999999,Negative Binomial,-0.335311667,0,1,-0.152304,-100,0,0.9849266164,Negative Binomial,1.346020804,9,1,4.32842,1.926543054,0,0.8191831829,ANOVA,1.2683958705,4,1,2.237405,2.2693812248,0,0.99999999,Negative Binomial,-1.602443774,0,1,-0.070076,-100,0,0.9591173626,Negative Binomial,1.0246749616,13,1,6.474916,1.9923115166,0,0.9849266164,Negative Binomial,1.346020804,9,1,4.32842,1.926543054,0,0.8191831829,ANOVA,1.2683958705,4,1,2.237405,2.2693812248,0
SITEID(COUNTRY),USA,1004,0.9929372016,Negative Binomial,-0.475592285,3,5,-3.525084,-2.175028,0,0.9999920256,ANOVA,-0.107801909,0,5,-0.152304,-100,0,0.99999999,ANOVA,-0.138296688,3,5,-1.67158,-1.557193333,0,0.3696399707,ANOVA,-0.731604129,0,5,-1.762595,-100,0,0.99999999,ANOVA,-0.045497593,0,5,-0.070076,-100,0,0.9929372016,Negative Binomial,-0.475592285,3,5,-3.525084,-2.175028,0,0.99999999,ANOVA,-0.138296688,3,5,-1.67158,-1.557193333,0,0.3696399707,ANOVA,-0.731604129,0,5,-1.762595,-100,0
SITEID(COUNTRY),USA,1005,0.9999990549,Negative Binomial,0.2390678529,6,5,-0.525084,-1.087514,0,0.9999920256,ANOVA,-0.107801909,0,5,-0.152304,-100,0,0.9999999898,ANOVA,-0.239047622,3.2,5,-1.47158,-1.45986875,0,0.1185747852,ANOVA,0.881294891,2.8,5,1.037405,1.5885668574,0,0.99999999,ANOVA,-0.045497593,0,5,-0.070076,-100,0,0.9999990549,Negative Binomial,0.2390678529,6,5,-0.525084,-1.087514,0,0.9999999898,ANOVA,-0.239047622,3.2,5,-1.47158,-1.45986875,0,0.1185747852,ANOVA,0.881294891,2.8,5,1.037405,1.5885668574,0
SITEID(COUNTRY),USA,1089,0.9997717204,Negative Binomial,0.5379893224,7.5,2,0.974916,1.1494104903,0,0.7822277934,ANOVA,0.3921980914,0.5,2,0.347696,3.2829078685,0,0.9896545592,ANOVA,1.003486976,6.5,2,1.82842,1.3913922056,0,0.9999999893,ANOVA,0.2683958705,1,2,-0.762595,-1.762595,0,0.99999999,Negative Binomial,-1.602448978,0,2,-0.070076,-100,0,0.9997717204,Negative Binomial,0.5379893224,7.5,2,0.974916,1.1494104903,0,0.9896545592,ANOVA,1.003486976,6.5,2,1.82842,1.3913922056,0,0.9999999893,ANOVA,0.2683958705,1,2,-0.762595,-1.762595,0
SITEID(COUNTRY),USA,1166,0.1530388009,ANOVA,-1.785654874,0.3333333333,3,-6.191750667,-19.575252,0,0.9999999421,ANOVA,-0.107801909,0,3,-0.152304,-100,0,0.3870135915,ANOVA,-1.396454515,0.3333333333,3,-4.338246667,-14.01474,0,0.8099106013,ANOVA,-0.731604129,0,3,-1.762595,-100,0,0.99999999,Negative Binomial,-1.598831481,0,3,-0.070076,-100,0,0.1530388009,ANOVA,-1.785654874,0.3333333333,3,-6.191750667,-19.575252,0,0.3870135915,ANOVA,-1.396454515,0.3333333333,3,-4.338246667,-14.01474,0,0.8099106013,ANOVA,-0.731604129,0,3,-1.762595,-100,0
