EFFECT,COUNTRY,SITEID,ADJP_AE,METHOD_AE,ESTIMATE_AE,AVGCNT_AE,N_AE,DIFF_AE,FOLDCHANGE_AE,FLAG_AE,ADJP_SAE,METHOD_SAE,ESTIMATE_SAE,AVGCNT_SAE,N_SAE,DIFF_SAE,FOLDCHANGE_SAE,FLAG_SAE,ADJP_TOXG1,METHOD_TOXG1,ESTIMATE_TOXG1,AVGCNT_TOXG1,N_TOXG1,DIFF_TOXG1,FOLDCHANGE_TOXG1,FLAG_TOXG1,ADJP_TOXG2,METHOD_TOXG2,ESTIMATE_TOXG2,AVGCNT_TOXG2,N_TOXG2,DIFF_TOXG2,FOLDCHANGE_TOXG2,FLAG_TOXG2,ADJP_TOXG3,METHOD_TOXG3,ESTIMATE_TOXG3,AVGCNT_TOXG3,N_TOXG3,DIFF_TOXG3,FOLDCHANGE_TOXG3,FLAG_TOXG3,ADJP_AE_EXCL_J,METHOD_AE_EXCL_J,ESTIMATE_AE_EXCL_J,AVGCNT_AE_EXCL_J,N_AE_EXCL_J,DIFF_AE_EXCL_J,FOLDCHANGE_AE_EXCL_J,FLAG_AE_EXCL_J,ADJP_TOXG1_EXCL_J,METHOD_TOXG1_EXCL_J,ESTIMATE_TOXG1_EXCL_J,AVGCNT_TOXG1_EXCL_J,N_TOXG1_EXCL_J,DIFF_TOXG1_EXCL_J,FOLDCHANGE_TOXG1_EXCL_J,FLAG_TOXG1_EXCL_J,ADJP_TOXG2_EXCL_J,METHOD_TOXG2_EXCL_J,ESTIMATE_TOXG2_EXCL_J,AVGCNT_TOXG2_EXCL_J,N_TOXG2_EXCL_J,DIFF_TOXG2_EXCL_J,FOLDCHANGE_TOXG2_EXCL_J,FLAG_TOXG2_EXCL_J
COUNTRY,USA,,0.2781480804,Negative Binomial,0.2089083532,123.71097884,9,3.330878836,1.0276696799,0,0.8207067612,ANOVA,-0.03427466,0.1706349206,9,0.0121529206,1.0766832867,0,0.2712138541,Negative Binomial,0.2241571371,119.94510582,9,2.4395058201,1.0207607622,0,0.0063909287,ANOVA,0.2504017361,3.585978836,9,0.823032836,1.2978823459,0,0.9538149646,ANOVA,0.0171777559,0.1798941799,9,0.0682871799,1.611853915,0,0.1874590831,Negative Binomial,-0.120864899,8.369047619,9,-0.880208381,-1.105174259,0,0.0000495582,Negative Binomial,-0.351426069,4.619047619,9,-1.764583381,-1.382023206,0,0.0075885388,ANOVA,0.2481887073,3.5701058201,9,0.8160878201,1.2963262477,0
SITEID(COUNTRY),USA,0003,0.977849025,Negative Binomial,0.469067675,100.85714286,7,-19.52295714,-1.193570397,0,0.99999999,ANOVA,-0.024786119,0.1428571429,7,-0.015624857,-1.109374,0,0.9738181103,Negative Binomial,0.5235775701,93.714285714,7,-23.79131429,-1.253870732,0,0.0000267762,ANOVA,1.345529632,6.8571428571,7,4.0941968571,2.4818229734,1,0.6498324171,ANOVA,0.1979548224,0.2857142857,7,0.1741072857,2.5600032768,0,0.5871925408,Negative Binomial,0.3470447286,12,7,2.750744,1.2974016505,0,0.9999492448,ANOVA,-0.213062683,5,7,-1.383631,-1.2767262,0,0.0000584558,ANOVA,1.3041991477,6.7142857143,7,3.9602677143,2.4379963073,1
SITEID(COUNTRY),USA,0005,0.03807164,ANOVA,9.4096445648,336.33333333,3,215.95323333,2.7939280108,1,0.9999810019,ANOVA,-0.125808177,0,3,-0.158482,-100,0,0.0438492726,ANOVA,9.4764502936,330.33333333,3,212.82773333,2.8112135365,1,0.0282417272,ANOVA,1.3000046909,6,3,3.237054,2.1715951018,1,0.9999999899,ANOVA,-0.053784546,0,3,-0.111607,-100,0,0.9999999322,Negative Binomial,0.1182306018,10.333333333,3,1.0840773333,1.1172069768,0,0.9966563107,ANOVA,-0.482834731,4.3333333333,3,-2.050297667,-1.473145615,0,0.0298687939,ANOVA,1.3040795273,6,3,3.245982,2.178634998,1
SITEID(COUNTRY),USA,0018,0.9902256953,Negative Binomial,0.4001889624,120,7,-0.3801,-1.0031675,0,0.9998954692,ANOVA,-0.095479633,0.1428571429,7,-0.015624857,-1.109374,0,0.9946588384,Negative Binomial,0.3968629028,117,7,-0.5056,-1.004321368,0,0.9604335506,ANOVA,0.3274512018,3,7,0.237054,1.0857975509,0,0.9990518455,ANOVA,-0.093796214,0,7,-0.111607,-100,0,0.0047894469,ANOVA,-1.265673123,3.5714285714,7,-5.677827429,-2.58979168,-1,5.9071957E-6,ANOVA,-1.783363876,0.5714285714,7,-5.812202429,-11.17135425,-1,0.9593752475,ANOVA,0.3315260382,3,7,0.245982,1.089317499,0
SITEID(COUNTRY),USA,0109,0.0001325131,Negative Binomial,-3.067941625,2.75,4,-117.6301,-43.77458182,-1,0.9993126054,ANOVA,0.155691579,0.25,4,0.091518,1.5774662107,0,0.0002838139,Negative Binomial,-3.156836412,2.25,4,-115.2556,-52.22471111,-1,0.6508181429,ANOVA,-0.633516336,0.5,4,-2.262946,-5.525892,0,0.9868553363,ANOVA,-0.170068545,0,4,-0.111607,-100,0,0.0806873652,Negative Binomial,-1.028730019,2.75,4,-6.499256,-3.363365818,0,0.5956989112,Negative Binomial,-0.757673793,2.25,4,-4.133631,-2.837169333,0,0.6729855005,ANOVA,-0.629441499,0.5,4,-2.254018,-5.508036,0
SITEID(COUNTRY),USA,0184,0.2628689616,ANOVA,-4.211009324,45.125,8,-75.2551,-2.667703047,0,0.9993009132,ANOVA,-0.100542793,0,8,-0.158482,-100,0,0.3608256997,ANOVA,-4.020268439,44.875,8,-72.6306,-2.618509192,0,0.0063485225,ANOVA,-0.883516336,0.25,8,-2.512946,-11.051784,-1,0.9999970892,ANOVA,-0.054615161,0,8,-0.111607,-100,0,0.9999995836,ANOVA,-0.145478407,9.5,8,0.250744,1.02710964,0,0.2680296903,Negative Binomial,0.4523839629,9.25,8,2.866369,1.4490185915,0,0.0074684545,ANOVA,-0.879441499,0.25,8,-2.504018,-11.016072,-1
SITEID(COUNTRY),USA,0325,0.9999692374,Negative Binomial,0.3732522496,117,3,-3.3801,-1.028889744,0,0.99999999,ANOVA,-0.056453617,0,3,-0.158482,-100,0,0.9999963544,Negative Binomial,0.3340340074,109,3,-8.5056,-1.078033028,0,0.0047988332,ANOVA,1.5279163556,8,3,5.237054,2.8954601357,1,0.99999999,ANOVA,-0.036870111,0,3,-0.111607,-100,0,0.999810979,Negative Binomial,0.2118936742,12,3,2.750744,1.2974016505,0,0.9334794685,ANOVA,-0.679783026,4,3,-2.383631,-1.59590775,0,0.0051933088,ANOVA,1.5319911921,8,3,5.245982,2.904846664,1
SITEID(COUNTRY),USA,1004,0.9723733,ANOVA,3.6767568341,162,3,41.6199,1.3457373769,0,0.9527160695,ANOVA,0.2647092947,0.6666666667,3,0.5081846667,4.2065765618,0,0.9686930821,ANOVA,3.819498035,160,3,42.4944,1.3616372326,0,0.9995145021,ANOVA,-0.328778482,1,3,-1.762946,-2.762946,0,0.0661359421,ANOVA,0.4978172696,1,3,0.888393,8.9600114688,0,0.9999999898,Negative Binomial,0.0972385171,8.6666666667,3,-0.582589333,-1.067221846,0,0.9981432638,Negative Binomial,0.3100513359,6.6666666667,3,0.2830356667,1.0443377236,0,0.9996212125,ANOVA,-0.324703645,1,3,-1.754018,-2.754018,0
SITEID(COUNTRY),USA,1005,0.9261814956,Negative Binomial,0.5527496082,138.33333333,6,17.953233333,1.1491378835,0,0.9704555632,ANOVA,-0.172239284,0,6,-0.158482,-100,0,0.9680333569,Negative Binomial,0.5228811773,131.66666667,6,14.161066667,1.1205139727,0,0.0001320907,ANOVA,1.344653658,6.6666666667,6,3.9037206667,2.4128834464,1,0.999983897,ANOVA,-0.072588097,0,6,-0.111607,-100,0,0.4334330638,Negative Binomial,0.4084002373,12.833333333,6,3.5840773333,1.3874989873,0,0.999937711,Negative Binomial,0.1643043099,6.1666666667,6,-0.216964333,-1.035183405,0,0.0001468874,ANOVA,1.3487284945,6.6666666667,6,3.9126486667,2.4207055534,1
SITEID(COUNTRY),USA,1089,0.99159325,Negative Binomial,0.8669968762,91,3,-29.3801,-1.322858242,0,0.9999737306,ANOVA,0.170733307,0.3333333333,3,0.1748513333,2.1032882809,0,0.9909183958,Negative Binomial,0.9472807715,90.666666667,3,-26.83893333,-1.296017647,0,0.0898483488,ANOVA,-1.133516336,0,3,-2.762946,-100,0,0.99999999,ANOVA,-0.049749466,0.3333333333,3,0.2217263333,2.9866704896,0,0.99999999,Negative Binomial,-0.105366851,3.6666666667,3,-5.582589333,-2.522524364,0,0.9999994241,Negative Binomial,0.2292547398,3.3333333333,3,-3.050297667,-1.9150893,0,0.098518457,ANOVA,-1.129441499,0,3,-2.754018,-100,0
