EFFECT,COUNTRY,SITEID,ADJP_AE,METHOD_AE,ESTIMATE_AE,AVGCNT_AE,N_AE,DIFF_AE,FOLDCHANGE_AE,FLAG_AE,ADJP_SAE,METHOD_SAE,ESTIMATE_SAE,AVGCNT_SAE,N_SAE,DIFF_SAE,FOLDCHANGE_SAE,FLAG_SAE,ADJP_TOXG1,METHOD_TOXG1,ESTIMATE_TOXG1,AVGCNT_TOXG1,N_TOXG1,DIFF_TOXG1,FOLDCHANGE_TOXG1,FLAG_TOXG1,ADJP_TOXG2,METHOD_TOXG2,ESTIMATE_TOXG2,AVGCNT_TOXG2,N_TOXG2,DIFF_TOXG2,FOLDCHANGE_TOXG2,FLAG_TOXG2,ADJP_TOXG3,METHOD_TOXG3,ESTIMATE_TOXG3,AVGCNT_TOXG3,N_TOXG3,DIFF_TOXG3,FOLDCHANGE_TOXG3,FLAG_TOXG3,ADJP_AE_EXCL_J,METHOD_AE_EXCL_J,ESTIMATE_AE_EXCL_J,AVGCNT_AE_EXCL_J,N_AE_EXCL_J,DIFF_AE_EXCL_J,FOLDCHANGE_AE_EXCL_J,FLAG_AE_EXCL_J,ADJP_TOXG1_EXCL_J,METHOD_TOXG1_EXCL_J,ESTIMATE_TOXG1_EXCL_J,AVGCNT_TOXG1_EXCL_J,N_TOXG1_EXCL_J,DIFF_TOXG1_EXCL_J,FOLDCHANGE_TOXG1_EXCL_J,FLAG_TOXG1_EXCL_J,ADJP_TOXG2_EXCL_J,METHOD_TOXG2_EXCL_J,ESTIMATE_TOXG2_EXCL_J,AVGCNT_TOXG2_EXCL_J,N_TOXG2_EXCL_J,DIFF_TOXG2_EXCL_J,FOLDCHANGE_TOXG2_EXCL_J,FLAG_TOXG2_EXCL_J
COUNTRY,USA,,0.2434315848,Negative Binomial,0.2172383585,128.26785714,9,4.8036571429,1.0389072876,0,0.8837526766,ANOVA,-0.028647092,0.1706349206,9,0.0069449206,1.0424272749,0,0.2193762434,Negative Binomial,0.2410131127,124.25330688,9,3.8556068783,1.0320239247,0,0.0005510478,ANOVA,0.2855662977,3.8346560847,9,0.8849540847,1.3000147421,0,0.7297244045,ANOVA,0.0342111897,0.1798941799,9,0.0630791799,1.5399921234,0,0.1483069602,ANOVA,-0.216221364,8.7989417989,9,-0.864004201,-1.098194103,0,0.0000702514,Negative Binomial,-0.328397601,4.8373015873,9,-1.788888413,-1.369811222,0,0.0016478694,ANOVA,0.2676761385,3.7817460317,9,0.8618060317,1.2951451166,0
SITEID(COUNTRY),USA,0003,0.9926133324,Negative Binomial,0.4127743018,108.42857143,7,-15.03562857,-1.138668511,0,0.99999999,Negative Binomial,0.1022799961,0.1428571429,7,-0.020832857,-1.14583,0,0.9958794808,Negative Binomial,0.4169701161,101,7,-19.3977,-1.192056436,0,5.28448E-6,ANOVA,1.3418592182,7.1428571429,7,4.1931551429,2.4215521239,1,0.7955667591,ANOVA,0.1940955117,0.2857142857,7,0.1688992857,2.445869843,0,0.628912257,Negative Binomial,0.3173640406,12.428571429,7,2.7656254286,1.2862093433,0,0.9997135183,ANOVA,-0.247896548,5.1428571429,7,-1.483332857,-1.288425833,0,0.0000111569,ANOVA,1.3239822468,7,7,4.08006,2.3973095338,1
SITEID(COUNTRY),USA,0005,0.0440190336,ANOVA,9.2707902028,336.33333333,3,212.86913333,2.7241364973,1,0.9999405298,ANOVA,-0.151646502,0,3,-0.16369,-100,0,0.051096283,ANOVA,9.3536890519,330.33333333,3,209.93563333,2.7436847492,0,0.0232335165,ANOVA,1.2243318242,6,3,3.050298,2.034103784,1,0.9999992266,ANOVA,-0.091618774,0,3,-0.116815,-100,0,0.99999999,Negative Binomial,0.0725100895,10.333333333,3,0.6703873333,1.0693771168,0,0.9930100671,ANOVA,-0.524316653,4.3333333333,3,-2.292856667,-1.529120769,0,0.0252246966,ANOVA,1.2401788496,6,3,3.08006,2.0548367432,1
SITEID(COUNTRY),USA,0018,0.9909647302,Negative Binomial,0.3928536298,121.85714286,7,-1.607057143,-1.013188042,0,0.99999999,Negative Binomial,0.1022799961,0.1428571429,7,-0.020832857,-1.14583,0,0.9957681176,Negative Binomial,0.3848825759,117.57142857,7,-2.826271429,-1.024038761,0,0.0524487636,ANOVA,0.713426585,4.2857142857,7,1.3360122857,1.4529312743,0,0.9997498686,ANOVA,-0.091618774,0,7,-0.116815,-100,0,0.1460902171,ANOVA,-0.839401291,5.4285714286,7,-4.234374571,-1.780016368,0,0.0000590834,ANOVA,-1.603358046,1.1428571429,7,-5.483332857,-5.79791625,-1,0.0521263143,ANOVA,0.7292736103,4.2857142857,7,1.3657742857,1.4677405309,0
SITEID(COUNTRY),USA,0109,0.0001078878,Negative Binomial,-3.083040731,2.75,4,-120.7142,-44.89607273,-1,0.9999984769,ANOVA,0.0983534984,0.25,4,0.08631,1.5272771703,0,0.0002068116,Negative Binomial,-3.19588305,2.25,4,-118.1477,-53.51008889,-1,0.3529865723,ANOVA,-0.709189202,0.5,4,-2.449702,-5.899404,0,0.9999942035,ANOVA,-0.091618774,0,4,-0.116815,-100,0,0.0412489698,Negative Binomial,-1.085314207,2.75,4,-6.912946,-3.513798545,-1,0.4399820232,Negative Binomial,-0.825334081,2.25,4,-4.37619,-2.944973333,0,0.4199082003,ANOVA,-0.693342177,0.5,4,-2.41994,-5.83988,0
SITEID(COUNTRY),USA,0184,0.2306946088,ANOVA,-4.325344633,45.375,8,-78.0892,-2.720974105,0,0.9825432904,ANOVA,-0.151646502,0,8,-0.16369,-100,0,0.3321164676,ANOVA,-4.118510628,45.125,8,-75.2727,-2.668093075,0,0.0006903956,ANOVA,-0.959189202,0.25,8,-2.699702,-11.798808,-1,0.9994109223,ANOVA,-0.091618774,0,8,-0.116815,-100,0,0.9998143958,ANOVA,-0.224759381,9.75,8,0.087054,1.0090090538,0,0.5263261371,Negative Binomial,0.3686581886,9.5,8,2.87381,1.4337047383,0,0.0012183424,ANOVA,-0.943342177,0.25,8,-2.66994,-11.67976,-1
SITEID(COUNTRY),USA,0325,0.9999855017,Negative Binomial,0.3488208067,117,3,-6.4642,-1.055249573,0,0.9999405298,ANOVA,-0.151646502,0,3,-0.16369,-100,0,0.9999988092,Negative Binomial,0.3055129053,109,3,-11.3977,-1.104566055,0,0.0033027403,ANOVA,1.452243489,8,3,5.050298,2.7121383787,1,0.9999992266,ANOVA,-0.091618774,0,3,-0.116815,-100,0,0.9993021503,Negative Binomial,0.2244679619,12,3,2.337054,1.2418572969,0,0.9504084059,ANOVA,-0.656847546,4,3,-2.62619,-1.6565475,0,0.0037783071,ANOVA,1.4680905143,8,3,5.08006,2.7397823243,1
SITEID(COUNTRY),USA,1004,0.8506427713,Negative Binomial,0.880660058,193,3,69.5358,1.5632061764,0,0.8522229599,Negative Binomial,1.3200260984,0.6666666667,3,0.5029766667,4.0727391207,0,0.8507990428,Negative Binomial,0.931510963,190.66666667,3,70.268966667,1.5836404405,0,0.9998413328,Negative Binomial,0.6609085399,1.3333333333,3,-1.616368667,-2.2122765,0,0.1526594186,ANOVA,0.4857314952,1,3,0.883185,8.5605444506,0,0.99999999,ANOVA,-0.135583452,9.6666666667,3,0.0037206667,1.0003850448,0,0.9994072382,Negative Binomial,0.2630062853,7.6666666667,3,1.0404766667,1.1570248765,0,0.9945164749,ANOVA,-0.388604323,1,3,-1.91994,-2.91994,0
SITEID(COUNTRY),USA,1005,0.9184091053,Negative Binomial,0.5559312821,138.66666667,6,15.202466667,1.1231325896,0,0.9961204259,ANOVA,-0.151646502,0,6,-0.16369,-100,0,0.9379803658,Negative Binomial,0.5664949849,131.66666667,6,11.268966667,1.0935978567,0,0.000029702,ANOVA,1.3438957485,7,6,4.050298,2.3731210814,1,0.9999090447,ANOVA,-0.091618774,0,6,-0.116815,-100,0,0.6142837012,Negative Binomial,0.3425322226,13.166666667,6,3.5037206667,1.362593423,0,0.99999999,Negative Binomial,0.0419780532,6.1666666667,6,-0.459523333,-1.074517297,0,0.0000358169,ANOVA,1.3597427739,7,6,4.08006,2.3973095338,1
SITEID(COUNTRY),USA,1089,0.9916245021,Negative Binomial,0.8905684351,91,3,-32.4642,-1.356749451,0,0.9994842869,ANOVA,0.1816868317,0.3333333333,3,0.1696433333,2.0363695603,0,0.9876428987,Negative Binomial,1.0663369563,90.666666667,3,-29.73103333,-1.327915809,0,0.0262407855,ANOVA,-1.209189202,0,3,-2.949702,-100,-1,0.9554495581,ANOVA,0.2417145594,0.3333333333,3,0.2165183333,2.8535148169,0,0.9999863933,Negative Binomial,-0.263650339,3.6666666667,3,-5.996279333,-2.635348909,0,0.9999999899,Negative Binomial,0.1524252591,3.3333333333,3,-3.292856667,-1.987857,0,0.0362533798,ANOVA,-1.193342177,0,3,-2.91994,-100,-1
