EFFECT,COUNTRY,SITEID,ADJP_AE,METHOD_AE,ESTIMATE_AE,AVGCNT_AE,N_AE,DIFF_AE,FOLDCHANGE_AE,FLAG_AE,ADJP_SAE,METHOD_SAE,ESTIMATE_SAE,AVGCNT_SAE,N_SAE,DIFF_SAE,FOLDCHANGE_SAE,FLAG_SAE,ADJP_TOXG1,METHOD_TOXG1,ESTIMATE_TOXG1,AVGCNT_TOXG1,N_TOXG1,DIFF_TOXG1,FOLDCHANGE_TOXG1,FLAG_TOXG1,ADJP_TOXG2,METHOD_TOXG2,ESTIMATE_TOXG2,AVGCNT_TOXG2,N_TOXG2,DIFF_TOXG2,FOLDCHANGE_TOXG2,FLAG_TOXG2,ADJP_TOXG3,METHOD_TOXG3,ESTIMATE_TOXG3,AVGCNT_TOXG3,N_TOXG3,DIFF_TOXG3,FOLDCHANGE_TOXG3,FLAG_TOXG3,ADJP_AE_EXCL_J,METHOD_AE_EXCL_J,ESTIMATE_AE_EXCL_J,AVGCNT_AE_EXCL_J,N_AE_EXCL_J,DIFF_AE_EXCL_J,FOLDCHANGE_AE_EXCL_J,FLAG_AE_EXCL_J,ADJP_TOXG1_EXCL_J,METHOD_TOXG1_EXCL_J,ESTIMATE_TOXG1_EXCL_J,AVGCNT_TOXG1_EXCL_J,N_TOXG1_EXCL_J,DIFF_TOXG1_EXCL_J,FOLDCHANGE_TOXG1_EXCL_J,FLAG_TOXG1_EXCL_J,ADJP_TOXG2_EXCL_J,METHOD_TOXG2_EXCL_J,ESTIMATE_TOXG2_EXCL_J,AVGCNT_TOXG2_EXCL_J,N_TOXG2_EXCL_J,DIFF_TOXG2_EXCL_J,FOLDCHANGE_TOXG2_EXCL_J,FLAG_TOXG2_EXCL_J
COUNTRY,USA,,0.2093905617,Negative Binomial,0.2298296531,118.58664021,9,3.1774402116,1.027531949,0,0.6163769025,ANOVA,-0.039319376,0.1018518519,9,-0.017940148,-1.176139636,0,0.2094252266,Negative Binomial,0.2440046054,115.10846561,9,2.4120656085,1.0214032179,0,0.0090219278,ANOVA,0.2915277159,3.3743386243,9,0.7460646243,1.2838610527,0,0.7596608916,ANOVA,0.0253379453,0.0899470899,9,0.0289350899,1.4742524413,0,0.0045046209,Negative Binomial,-0.217916958,7.7387566138,9,-1.093460386,-1.14129665,0,0.0000268067,Negative Binomial,-0.365104192,4.2903439153,9,-1.877141085,-1.437526949,0,0.0049742447,ANOVA,0.3122527623,3.3584656085,9,0.7547456085,1.2898720325,0
SITEID(COUNTRY),USA,0003,0.8998234077,Negative Binomial,0.6042348414,94.857142857,7,-20.55205714,-1.216663253,0,0.997857015,ANOVA,-0.107874533,0,7,-0.119792,-100,0,0.9373564225,Negative Binomial,0.6085476356,88,7,-24.6964,-1.280640909,0,0.0000500328,ANOVA,1.4134663887,6.7142857143,7,4.0860117143,2.5546368888,1,0.9979323176,ANOVA,0.0862646613,0.1428571429,7,0.0818451429,2.3414597597,0,0.7028770072,Negative Binomial,0.3550719677,11.714285714,7,2.8820687143,1.3263131685,0,0.9999999448,ANOVA,-0.126688247,5,7,-1.167485,-1.233497,0,0.0000911708,ANOVA,1.3782163889,6.5714285714,7,3.9677085714,2.5238614641,1
SITEID(COUNTRY),USA,0005,0.0351887484,ANOVA,9.3391747783,336.33333333,3,220.92413333,2.9142679555,1,0.9999901272,ANOVA,-0.107874533,0,3,-0.119792,-100,0,0.0403797933,ANOVA,9.4062874764,330.33333333,3,217.63693333,2.9311791089,1,0.0610134415,ANOVA,1.2894347624,6,3,3.371726,2.282867007,0,0.9999999679,ANOVA,-0.056592482,0,3,-0.061012,-100,0,0.999894667,Negative Binomial,0.2296377959,10.333333333,3,1.5011163333,1.1699591771,0,0.9987576176,ANOVA,-0.435198819,4.3333333333,3,-1.834151667,-1.423265769,0,0.0594138788,ANOVA,1.3026519975,6,3,3.39628,2.3043952499,0
SITEID(COUNTRY),USA,0018,0.9962603839,Negative Binomial,0.3724794986,105.71428571,7,-9.694914286,-1.091708649,0,0.997857015,ANOVA,-0.107874533,0,7,-0.119792,-100,0,0.995878677,Negative Binomial,0.3989268677,103.14285714,7,-9.553542857,-1.092624377,0,0.9752479175,Negative Binomial,1.4599719506,2.5714285714,7,-0.056845429,-1.022106556,0,0.9999861515,ANOVA,-0.056592482,0,7,-0.061012,-100,0,0.0037739327,ANOVA,-1.300870398,3.1428571429,7,-5.689359857,-2.810250864,-1,0.0000229979,ANOVA,-1.667611677,0.5714285714,7,-5.596056429,-10.79309875,-1,0.9805632685,Negative Binomial,1.5666607038,2.5714285714,7,-0.032291429,-1.012557778,0
SITEID(COUNTRY),USA,0109,0.0000379445,Negative Binomial,-3.182103875,2.75,4,-112.6592,-41.96698182,-1,0.9983550462,ANOVA,0.1421254671,0.25,4,0.130208,2.0869507146,0,0.0000636007,Negative Binomial,-3.329584162,2.25,4,-110.4464,-50.08728889,-1,0.9958607035,ANOVA,-0.380441553,0.5,4,-2.128274,-5.256548,0,0.9999997521,ANOVA,-0.056592482,0,4,-0.061012,-100,0,0.0613005251,Negative Binomial,-1.094136105,2.75,4,-6.082217,-3.211715273,0,0.5930682059,ANOVA,-0.818756419,2.25,4,-3.917485,-2.741104444,0,0.9986461997,ANOVA,-0.34444513,0.5,4,-2.10372,-5.20744,0
SITEID(COUNTRY),USA,0184,0.2851010368,ANOVA,-4.062879433,45.125,8,-70.2842,-2.557544598,0,0.995407342,ANOVA,-0.107874533,0,8,-0.119792,-100,0,0.3762164769,ANOVA,-3.901261486,44.75,8,-67.9464,-2.518355307,0,0.0209546081,ANOVA,-0.855938223,0.25,8,-2.378274,-10.513096,-1,0.9999644878,ANOVA,-0.056592482,0,8,-0.061012,-100,0,0.9999404474,Negative Binomial,0.1323094475,9.375,8,0.542783,1.0614548986,0,0.0915816122,Negative Binomial,0.5205853337,9.125,8,2.957515,1.4795333916,0,0.0271648105,ANOVA,-0.839424956,0.25,8,-2.35372,-10.41488,-1
SITEID(COUNTRY),USA,0325,0.9999125654,Negative Binomial,0.4192403567,117,3,1.5908,1.0137839964,0,0.9999901272,ANOVA,-0.107874533,0,3,-0.119792,-100,0,0.9999739116,Negative Binomial,0.4037002415,109,3,-3.6964,-1.033911927,0,0.0176442065,ANOVA,1.4789972003,8,3,5.371726,3.043822676,1,0.9999999679,ANOVA,-0.056592482,0,3,-0.061012,-100,0,0.974466044,Negative Binomial,0.3791695247,12,3,3.167783,1.3586622702,0,0.9638417428,ANOVA,-0.620459624,4,3,-2.167485,-1.54187125,0,0.0176930336,ANOVA,1.4889010207,8,3,5.39628,3.0725269998,1
SITEID(COUNTRY),USA,1004,0.8251623597,Negative Binomial,0.9423426223,153.33333333,3,37.924133333,1.3286058073,0,0.9680421241,ANOVA,0.2254588005,0.3333333333,3,0.2135413333,2.7826009528,0,0.8323736139,Negative Binomial,0.9923745932,152.33333333,3,39.636933333,1.3517142813,0,0.9739797251,ANOVA,-0.528710883,0.6666666667,3,-1.961607333,-3.942411,0,0.5923765216,ANOVA,0.2767408518,0.3333333333,3,0.2723213333,5.4634061059,0,0.9772424336,Negative Binomial,-0.431760651,5.3333333333,3,-3.498883667,-1.656040688,0,0.9999836596,ANOVA,-0.303526944,4.3333333333,3,-1.834151667,-1.423265769,0,0.9840837669,ANOVA,-0.50305441,0.6666666667,3,-1.937053333,-3.90558,0
SITEID(COUNTRY),USA,1005,0.7617497555,Negative Binomial,0.6963797925,121.16666667,6,5.7574666667,1.0498874151,0,0.9991418522,ANOVA,-0.107874533,0,6,-0.119792,-100,0,0.8000411857,Negative Binomial,0.7155472952,115.5,6,2.8036,1.0248774584,0,0.0083812304,ANOVA,1.0920613906,5.6666666667,6,3.0383926667,2.1560410622,1,0.9999953777,ANOVA,-0.056592482,0,6,-0.061012,-100,0,0.8928611955,Negative Binomial,0.322011108,11.333333333,6,2.5011163333,1.283181033,0,0.9999999886,Negative Binomial,0.0816981007,5.6666666667,6,-0.500818333,-1.088379706,0,0.007267868,ANOVA,1.1131679943,5.6666666667,6,3.0629466667,2.1763732915,1
SITEID(COUNTRY),USA,1089,0.9999914348,Negative Binomial,0.3560404257,91,3,-24.4092,-1.268232967,0,0.9680421241,ANOVA,0.2254588005,0.3333333333,3,0.2135413333,2.7826009528,0,0.9999952064,Negative Binomial,0.3591632813,90.666666667,3,-22.02973333,-1.242975,0,0.9997156607,ANOVA,-0.397485322,0,3,-2.628274,-100,0,0.5923765216,ANOVA,0.2767408518,0.3333333333,3,0.2723213333,5.4634061059,0,0.4887103731,Negative Binomial,-0.806458677,3.6666666667,3,-5.165550333,-2.408786455,0,0.9999619817,Negative Binomial,0.3110075879,3.3333333333,3,-2.834151667,-1.8502455,0,0.9999820809,ANOVA,-0.319760959,0,3,-2.60372,-100,0
