EFFECT,COUNTRY,SITEID,ADJP_AE,METHOD_AE,ESTIMATE_AE,AVGCNT_AE,N_AE,DIFF_AE,FOLDCHANGE_AE,FLAG_AE,ADJP_SAE,METHOD_SAE,ESTIMATE_SAE,AVGCNT_SAE,N_SAE,DIFF_SAE,FOLDCHANGE_SAE,FLAG_SAE,ADJP_TOXG1,METHOD_TOXG1,ESTIMATE_TOXG1,AVGCNT_TOXG1,N_TOXG1,DIFF_TOXG1,FOLDCHANGE_TOXG1,FLAG_TOXG1,ADJP_TOXG2,METHOD_TOXG2,ESTIMATE_TOXG2,AVGCNT_TOXG2,N_TOXG2,DIFF_TOXG2,FOLDCHANGE_TOXG2,FLAG_TOXG2,ADJP_TOXG3,METHOD_TOXG3,ESTIMATE_TOXG3,AVGCNT_TOXG3,N_TOXG3,DIFF_TOXG3,FOLDCHANGE_TOXG3,FLAG_TOXG3,ADJP_AE_EXCL_J,METHOD_AE_EXCL_J,ESTIMATE_AE_EXCL_J,AVGCNT_AE_EXCL_J,N_AE_EXCL_J,DIFF_AE_EXCL_J,FOLDCHANGE_AE_EXCL_J,FLAG_AE_EXCL_J,ADJP_TOXG1_EXCL_J,METHOD_TOXG1_EXCL_J,ESTIMATE_TOXG1_EXCL_J,AVGCNT_TOXG1_EXCL_J,N_TOXG1_EXCL_J,DIFF_TOXG1_EXCL_J,FOLDCHANGE_TOXG1_EXCL_J,FLAG_TOXG1_EXCL_J,ADJP_TOXG2_EXCL_J,METHOD_TOXG2_EXCL_J,ESTIMATE_TOXG2_EXCL_J,AVGCNT_TOXG2_EXCL_J,N_TOXG2_EXCL_J,DIFF_TOXG2_EXCL_J,FOLDCHANGE_TOXG2_EXCL_J,FLAG_TOXG2_EXCL_J
COUNTRY,GBR,,0.6000344606,Negative Binomial,0.3560398524,7.9666666667,2,2.2786196667,1.4005978971,0,0.6913800457,ANOVA,-0.11289188,0,2,-0.137784,-100,0,0.9829432765,Negative Binomial,0.964283879,4.6333333333,2,0.6160463333,1.1533488479,0,0.1782861795,ANOVA,0.4480668257,3.3333333333,2,1.7505363333,2.1059765297,0,0.9888637715,ANOVA,-0.032601665,0,2,-0.0625,-100,0,0.6003176601,Negative Binomial,0.3570452902,7.9666666667,2,2.2832486667,1.4017386486,0,0.9829432765,Negative Binomial,0.964283879,4.6333333333,2,0.6160463333,1.1533488479,0,0.1782861795,ANOVA,0.4480668257,3.3333333333,2,1.7505363333,2.1059765297,0
SITEID(COUNTRY),GBR,1287,0.9999293928,ANOVA,-0.310106285,4.6,10,-1.088047,-1.236531957,0,,Negative Binomial,-4.280309978,0,10,-0.137784,-100,0,0.9995239984,Negative Binomial,0.8264840481,4.6,10,0.582713,1.1450513742,0,0.0274648917,ANOVA,-0.656335551,0,10,-1.582797,-100,0,0.9999999816,ANOVA,-0.02869087,0,10,-0.0625,-100,0,0.9999405231,ANOVA,-0.307119595,4.6,10,-1.083418,-1.235525652,0,0.9995239984,Negative Binomial,0.8264840481,4.6,10,0.582713,1.1450513742,0,0.0274648917,ANOVA,-0.656335551,0,10,-1.582797,-100,0
SITEID(COUNTRY),GBR,1654,0.3937671162,Negative Binomial,0.939426161,11.333333333,3,5.6452863333,1.992482364,0,,Negative Binomial,-4.237523627,0,3,-0.137784,-100,0,0.9992859976,Negative Binomial,0.8408727855,4.6666666667,3,0.6493796667,1.1616463217,0,0.0002373487,ANOVA,1.7253484209,6.6666666667,3,5.0838696667,4.2119530595,1,0.99999999,Negative Binomial,-0.184641188,0,3,-0.0625,-100,0,0.3932700039,Negative Binomial,0.9428362894,11.333333333,3,5.6499153333,1.9941051905,0,0.9992859976,Negative Binomial,0.8408727855,4.6666666667,3,0.6493796667,1.1616463217,0,0.0002373487,ANOVA,1.7253484209,6.6666666667,3,5.0838696667,4.2119530595,1
COUNTRY,JPN,,0.9999465517,ANOVA,0.1216893484,5.5,3,-0.188047,-1.034190364,0,0.8778797707,ANOVA,0.1228103805,0.3333333333,3,0.1955493333,2.4192455825,0,0.9999617719,ANOVA,-0.107950323,2.5,3,-1.517287,-1.6069148,0,0.3302263546,ANOVA,0.5416818903,2.6666666667,3,1.0838696667,1.6847812238,0,0.0359361861,ANOVA,0.2031005957,0.3333333333,3,0.2708333333,5.3333333333,0,0.9999392886,ANOVA,0.1244548596,5.5,3,-0.183418,-1.033348727,0,0.9999617719,ANOVA,-0.107950323,2.5,3,-1.517287,-1.6069148,0,0.3302263546,ANOVA,0.5416818903,2.6666666667,3,1.0838696667,1.6847812238,0
SITEID(COUNTRY),JPN,1346,0.724007619,Negative Binomial,-1.301667549,1,3,-4.688047,-5.688047,0,,Negative Binomial,-4.186523814,0,3,-0.137784,-100,0,0.999525645,ANOVA,-0.61774366,1,3,-3.017287,-4.017287,0,0.8352043641,ANOVA,-0.656335551,0,3,-1.582797,-100,0,0.99999999,Negative Binomial,0.0833833666,0,3,-0.0625,-100,0,0.731115363,Negative Binomial,-1.297199098,1,3,-4.683418,-5.683418,0,0.999525645,ANOVA,-0.61774366,1,3,-3.017287,-4.017287,0,0.8352043641,ANOVA,-0.656335551,0,3,-1.582797,-100,0
SITEID(COUNTRY),JPN,1722,0.5498979517,Negative Binomial,1.0794259671,10.5,2,4.811953,1.8459763079,0,,Negative Binomial,12.009153623,1,2,0.862216,7.2577367474,0,0.9996826656,Negative Binomial,0.8045051413,4.5,2,0.482713,1.120158953,0,0.0401361213,ANOVA,1.4649847928,5,2,3.417203,3.1589647946,1,1.0040304E-6,ANOVA,0.6784159109,1,2,0.9375,16,0,0.5480926531,Negative Binomial,1.0840936363,10.5,2,4.816582,1.8474798088,0,0.9996826656,Negative Binomial,0.8045051413,4.5,2,0.482713,1.120158953,0,0.0401361213,ANOVA,1.4649847928,5,2,3.417203,3.1589647946,1
SITEID(COUNTRY),JPN,1723,0.99999999,Negative Binomial,0.2786268882,5,1,-0.688047,-1.1376094,0,,Negative Binomial,-4.160722098,0,1,-0.137784,-100,0,0.99999999,ANOVA,-0.063273008,2,1,-2.017287,-2.0086435,0,0.8972055541,ANOVA,1.0757152568,3,1,1.417203,1.8953788768,0,0.99999999,Negative Binomial,0.2639063919,0,1,-0.0625,-100,0,0.99999999,Negative Binomial,0.2829436624,5,1,-0.683418,-1.1366836,0,0.99999999,ANOVA,-0.063273008,2,1,-2.017287,-2.0086435,0,0.8972055541,ANOVA,1.0757152568,3,1,1.417203,1.8953788768,0
COUNTRY,TUR,,0.697358994,Negative Binomial,-0.645778354,2,1,-3.688047,-2.8440235,0,0.9469997742,ANOVA,-0.11289188,0,1,-0.137784,-100,0,0.9908958922,ANOVA,-0.316930389,2,1,-2.017287,-2.0086435,0,0.1326511281,ANOVA,-0.74277516,0,1,-1.582797,-100,0,0.9990410504,ANOVA,-0.032601665,0,1,-0.0625,-100,0,0.7030869571,Negative Binomial,-0.643109489,2,1,-3.683418,-2.841709,0,0.9908958922,ANOVA,-0.316930389,2,1,-2.017287,-2.0086435,0,0.1326511281,ANOVA,-0.74277516,0,1,-1.582797,-100,0
SITEID(COUNTRY),TUR,1650,0.9960676489,Negative Binomial,-0.578175487,2,4,-3.688047,-2.8440235,0,,Negative Binomial,-4.188383937,0,4,-0.137784,-100,0,0.99999999,ANOVA,-0.197775804,2,4,-2.017287,-2.0086435,0,0.6164169655,ANOVA,-0.656335551,0,4,-1.582797,-100,0,0.99999999,Negative Binomial,-0.191578027,0,4,-0.0625,-100,0,0.9965482383,Negative Binomial,-0.573490405,2,4,-3.683418,-2.841709,0,0.99999999,ANOVA,-0.197775804,2,4,-2.017287,-2.0086435,0,0.6164169655,ANOVA,-0.656335551,0,4,-1.582797,-100,0
COUNTRY,USA,,0.1119998579,Negative Binomial,-0.286452744,4.7686868687,11,-0.919360131,-1.192791046,0,0.5133847891,ANOVA,-0.056073698,0.0568181818,11,-0.080965818,-2.4249984,0,0.2526204938,ANOVA,-0.273216985,3.5896464646,11,-0.427640535,-1.119131658,0,0.9998474785,ANOVA,-0.025476088,1.1689393939,11,-0.413857606,-1.354045392,0,0.5861020282,ANOVA,-0.032601665,0,11,-0.0625,-100,0,0.1082067757,Negative Binomial,-0.288791013,4.7585858586,11,-0.924832141,-1.194350206,0,0.2526204938,ANOVA,-0.273216985,3.5896464646,11,-0.427640535,-1.119131658,0,0.9998474785,ANOVA,-0.025476088,1.1689393939,11,-0.413857606,-1.354045392,0
SITEID(COUNTRY),USA,0005,0.6369758393,ANOVA,-0.755775948,3.5,8,-2.188047,-1.625156286,0,,Negative Binomial,-4.254657808,0,8,-0.137784,-100,0,0.0394314481,ANOVA,-1.126489533,0.875,8,-3.142287,-4.591185143,-1,0.5856048851,ANOVA,0.4639614619,2.625,8,1.042203,1.6584565172,0,0.9999999899,ANOVA,-0.02869087,0,8,-0.0625,-100,0,0.6464009477,ANOVA,-0.752209219,3.5,8,-2.183418,-1.623833714,0,0.0394314481,ANOVA,-1.126489533,0.875,8,-3.142287,-4.591185143,-1,0.5856048851,ANOVA,0.4639614619,2.625,8,1.042203,1.6584565172,0
SITEID(COUNTRY),USA,0018,0.7859564319,Negative Binomial,-0.855464838,2.2,5,-3.488047,-2.585475909,0,,Negative Binomial,-4.180316858,0,5,-0.137784,-100,0,0.2835288125,ANOVA,-1.211405532,1,5,-3.017287,-4.017287,0,0.999148797,ANOVA,0.3093498742,1.2,5,-0.382797,-1.3189975,0,0.99999999,Negative Binomial,-0.192405258,0,5,-0.0625,-100,0,0.7932886116,Negative Binomial,-0.852369493,2.2,5,-3.483418,-2.583371818,0,0.2835288125,ANOVA,-1.211405532,1,5,-3.017287,-4.017287,0,0.999148797,ANOVA,0.3093498742,1.2,5,-0.382797,-1.3189975,0
SITEID(COUNTRY),USA,0109,0.9999999883,ANOVA,-0.303896278,4.5,4,-1.188047,-1.264010444,0,,Negative Binomial,-4.316924816,0,4,-0.137784,-100,0,0.9999206664,Negative Binomial,0.7473467275,4.25,4,0.232713,1.0579279001,0,0.9931080372,ANOVA,-0.406335551,0.25,4,-1.332797,-6.331188,0,0.99999999,Negative Binomial,-0.191578027,0,4,-0.0625,-100,0,0.9999999887,ANOVA,-0.301648861,4.5,4,-1.183418,-1.262981778,0,0.9999206664,Negative Binomial,0.7473467275,4.25,4,0.232713,1.0579279001,0,0.9931080372,ANOVA,-0.406335551,0.25,4,-1.332797,-6.331188,0
SITEID(COUNTRY),USA,0151,0.0060354,Negative Binomial,0.9314856108,11,8,5.311953,1.9338799416,1,,Negative Binomial,9.8711218605,0.125,8,-0.012784,-1.102272,0,0.0125826949,ANOVA,1.2509993191,10.75,8,6.732713,2.6759352767,1,0.7950975186,ANOVA,-0.406335551,0.25,8,-1.332797,-6.331188,0,0.9999999899,ANOVA,-0.02869087,0,8,-0.0625,-100,0,0.0059975089,Negative Binomial,0.9350168674,11,8,5.316582,1.9354550378,1,0.0125826949,ANOVA,1.2509993191,10.75,8,6.732713,2.6759352767,1,0.7950975186,ANOVA,-0.406335551,0.25,8,-1.332797,-6.331188,0
SITEID(COUNTRY),USA,0184,0.6780229635,Negative Binomial,-0.570208685,2.5555555556,9,-3.132491444,-2.225757522,0,,Negative Binomial,-4.276044747,0,9,-0.137784,-100,0,0.999953726,ANOVA,-0.29926555,2.4444444444,9,-1.572842556,-1.643435591,0,0.0487049606,ANOVA,-0.656335551,0,9,-1.582797,-100,0,0.9999999884,ANOVA,-0.02869087,0,9,-0.0625,-100,0,0.5759428813,Negative Binomial,-0.612421718,2.4444444444,9,-3.238973556,-2.325034636,0,0.999953726,ANOVA,-0.29926555,2.4444444444,9,-1.572842556,-1.643435591,0,0.0487049606,ANOVA,-0.656335551,0,9,-1.582797,-100,0
SITEID(COUNTRY),USA,0281,0.9868144152,Negative Binomial,-0.78760514,1.6666666667,3,-4.021380333,-3.4128282,0,,Negative Binomial,-4.167427047,0,3,-0.137784,-100,0,0.803692425,ANOVA,-1.092197958,0.3333333333,3,-3.683953667,-12.051861,0,0.9999996505,ANOVA,0.2543480517,1.3333333333,3,-0.249463667,-1.18709775,0,0.99999999,Negative Binomial,-0.190740925,0,3,-0.0625,-100,0,0.9879507274,Negative Binomial,-0.782828433,1.6666666667,3,-4.016751333,-3.4100508,0,0.803692425,ANOVA,-1.092197958,0.3333333333,3,-3.683953667,-12.051861,0,0.9999996505,ANOVA,0.2543480517,1.3333333333,3,-0.249463667,-1.18709775,0
SITEID(COUNTRY),USA,0325,0.9669480599,Negative Binomial,1.0306578838,11,1,5.311953,1.9338799416,0,,Negative Binomial,-4.24365458,0,1,-0.137784,-100,0,0.9939706466,Negative Binomial,1.2463378936,7,1,2.982713,1.7424694825,0,0.5979725166,ANOVA,1.3436644492,4,1,2.417203,2.5271718357,0,0.99999999,Negative Binomial,-0.189053152,0,1,-0.0625,-100,0,0.9667349545,Negative Binomial,1.0347662506,11,1,5.316582,1.9354550378,0,0.9939706466,Negative Binomial,1.2463378936,7,1,2.982713,1.7424694825,0,0.5979725166,ANOVA,1.3436644492,4,1,2.417203,2.5271718357,0
SITEID(COUNTRY),USA,1004,0.9987219806,ANOVA,-0.534566898,2.8,5,-2.888047,-2.031445357,0,,Negative Binomial,-4.243854851,0,5,-0.137784,-100,0,0.99999999,ANOVA,-0.172275123,2.8,5,-1.217287,-1.434745357,0,0.4069710149,ANOVA,-0.656335551,0,5,-1.582797,-100,0,0.99999999,Negative Binomial,-0.192405258,0,5,-0.0625,-100,0,0.9988616545,ANOVA,-0.530605243,2.8,5,-2.883418,-2.029792143,0,0.99999999,ANOVA,-0.172275123,2.8,5,-1.217287,-1.434745357,0,0.4069710149,ANOVA,-0.656335551,0,5,-1.582797,-100,0
SITEID(COUNTRY),USA,1005,0.9999621302,Negative Binomial,0.302617427,5.4,5,-0.288047,-1.053342037,0,,Negative Binomial,-4.243601005,0,5,-0.137784,-100,0,0.99999999,ANOVA,-0.071428876,3.2,5,-0.817287,-1.255402188,0,0.2215967675,ANOVA,0.7372882062,2.2,5,0.617203,1.3899445096,0,0.99999999,Negative Binomial,-0.192405258,0,5,-0.0625,-100,0,0.9999548808,Negative Binomial,0.306679589,5.4,5,-0.283418,-1.052484815,0,0.99999999,ANOVA,-0.071428876,3.2,5,-0.817287,-1.255402188,0,0.2215967675,ANOVA,0.7372882062,2.2,5,0.617203,1.3899445096,0
SITEID(COUNTRY),USA,1089,0.9830878706,Negative Binomial,0.7409283244,7.5,2,1.811953,1.3185545056,0,,Negative Binomial,11.357517964,0.5,2,0.362216,3.6288683737,0,0.9405663767,ANOVA,1.1498195645,6.5,2,2.482713,1.6180073766,0,0.9999979801,ANOVA,0.3436644492,1,2,-0.582797,-1.582797,0,0.99999999,Negative Binomial,-0.189891036,0,2,-0.0625,-100,0,0.9824298396,Negative Binomial,0.7458306586,7.5,2,1.816582,1.3196284349,0,0.9405663767,ANOVA,1.1498195645,6.5,2,2.482713,1.6180073766,0,0.9999979801,ANOVA,0.3436644492,1,2,-0.582797,-1.582797,0
SITEID(COUNTRY),USA,1166,0.2446903653,ANOVA,-1.589190224,0.3333333333,3,-5.354713667,-17.064141,0,,Negative Binomial,-4.196281096,0,3,-0.137784,-100,0,0.579965707,ANOVA,-1.227543495,0.3333333333,3,-3.683953667,-12.051861,0,0.8352043641,ANOVA,-0.656335551,0,3,-1.582797,-100,0,0.99999999,Negative Binomial,-0.069032,0,3,-0.0625,-100,0,0.2495215084,ANOVA,-1.58509738,0.3333333333,3,-5.350084667,-17.050254,0,0.579965707,ANOVA,-1.227543495,0.3333333333,3,-3.683953667,-12.051861,0,0.8352043641,ANOVA,-0.656335551,0,3,-1.582797,-100,0
